Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal_caption,Descripcio_dia_setmana,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_causa_vianant,Numero_morts,Numero_lesionats_lleus,Numero_lesionats_greus,Numero_victimes,Numero_vehicles_implicats,Coordenada_UTM_X_ED50,Coordenada_UTM_Y_ED50,Longitud,Latitud
2022S007749    ,-1,Desconegut,-1,Desconegut,-1,Fernando Pessoa                                   ,17,Dilluns,2022,12,Desembre,19,11,Matí,No és causa del  vianant,0,1,0,1,2,432684.59 ,4588039.29,2.19309773734525,41.4392611438551
2022S003422    ,-1,Desconegut,-1,Desconegut,-1,Bac de Roda / Ramon Turró                         ,Desconegut,Dissabte,2022,6,Juny,4,14,Tarda,No és causa del  vianant,0,2,0,2,2,433936.91 ,4584121.59,2.20851521304019,41.4040796070100
2022S003346    ,-1,Desconegut,-1,Desconegut,-1,Viladrosa                                         ,97-103    ,Dimecres,2022,6,Juny,1,21,Tarda,No és causa del  vianant,0,1,0,1,2,431308.23 ,4588533.51,2.17656784025681,41.4435957239281
2022S006073    ,-1,Desconegut,-1,Desconegut,-1,A Zona Franca / Número 3 Zona Franca              ,Desconegut,Dissabte,2022,10,Octubre,8,21,Tarda,No és causa del  vianant,0,0,0,0,1,428020.43 ,4576283.26,2.13867072493585,41.3329741092914
2022S005123    ,-1,Desconegut,-1,Desconegut,-1,Carles Pi i Sunyer                                ,10,Divendres,2022,8,Agost,26,16,Tarda,No és causa del  vianant,0,1,0,1,2,431029.88 ,4582053.59,2.17397546148698,41.3852094064853
2022S003977    ,-1,Desconegut,-1,Desconegut,-1,Guipúscoa / Espronceda                            ,Desconegut,Dijous,2022,6,Juny,30,11,Matí,No és causa del  vianant,0,1,0,1,1,432695.3  ,4585200.75,2.19354220381238,41.4136962077680
2022S004286    ,-1,Desconegut,-1,Desconegut,-1,Estatut de Catalunya / Jorge Manrique             ,Desconegut,Dijous,2022,7,Juliol,14,7,Matí,No és causa del  vianant,0,1,0,1,2,429391.4  ,4587227.22,2.15377667071203,41.4316640776020
2022S005426    ,-1,Desconegut,-1,Desconegut,-1,Motors                                            ,38-40     ,Dissabte,2022,9,Setembre,10,14,Tarda,No és causa del  vianant,0,1,0,1,2,427593.18 ,4577814.42,2.13338262513950,41.3467264771681
2022S002974    ,-1,Desconegut,-1,Desconegut,-1,Dalt (Besòs)                                      ,S11       ,Dilluns,2022,5,Maig,16,20,Tarda,No és causa del  vianant,0,1,0,1,2,425089.54 ,4581936.96,2.10294994237711,41.3836273000542
2022S002801    ,-1,Desconegut,-1,Desconegut,-1,Joan XXIII                                        ,1,Dimarts,2022,5,Maig,10,21,Tarda,No és causa del  vianant,0,0,0,0,2,426451.5  ,4581657.08,2.11927105805228,41.3812323062258
2022S003194    ,-1,Desconegut,-1,Desconegut,-1,Jocs del 92 / Foc                                 ,Desconegut,Dijous,2022,5,Maig,26,21,Tarda,No és causa del  vianant,0,6,0,6,2,428989.33 ,4579247.93,2.14990142012880,41.3597620632343
2022S001039    ,-1,Desconegut,-1,Desconegut,-1,Mig (Ascendent)                                   ,K14       ,Dilluns,2022,2,Febrer,21,10,Matí,No és causa del  vianant,0,1,0,1,2,427334.3  ,4581216.56,2.12988060905330,41.3773449960320
2022S003094    ,-1,Desconegut,-1,Desconegut,-1,Francesc Ferrer i Guàrdia                         ,13-27     ,Diumenge,2022,5,Maig,22,20,Tarda,No és causa del  vianant,0,1,0,1,2,428733.49 ,4580289.66,2.14672051246641,41.3691219640656
2022S002212    ,-1,Desconegut,-1,Desconegut,-1,Ildefons Cerdà / Corts Catalanes                  ,Desconegut,Dissabte,2022,4,Abril,16,14,Tarda,No és causa del  vianant,0,1,0,1,1,427718.43 ,4579750.57,2.13464876064647,41.3641759824788
2022S005498    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,226400,Meridiana / Las Navas de Tolosa                   ,0293 0293,Dimecres,2022,9,Setembre,14,8,Matí,No és causa del  vianant,0,1,0,1,2,432141.03 ,4585382.64,2.18689031416923,41.4152877819504
2022S007303    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,226400,Las Navas de Tolosa                               ,0331 0331,Dilluns,2022,11,Novembre,28,15,Tarda,No és causa del  vianant,0,1,0,1,2,431973.04 ,4585538.56,2.18486282916210,41.4166778879595
2022S001340    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,161407,Indústria                                         ,0255X0255X,Diumenge,2022,3,Març,6,6,Matí,No és causa del  vianant,0,1,0,1,2,431549.19 ,4585199.86,2.17982988488576,41.4135913026962
2022S000863    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,297001,Sant Antoni Maria Claret / Independència          ,0272 0274,Diumenge,2022,2,Febrer,13,14,Tarda,No és causa del  vianant,0,1,0,1,1,431281.04 ,4585126.89,2.17662995990221,41.4129111815693
2022S000954    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,297001,Sant Antoni Maria Claret                          ,0282 0284,Dijous,2022,2,Febrer,17,12,Matí,No és causa del  vianant,0,4,0,4,3,431349.6  ,4585179.44,2.17744425384287,41.4133903466385
2022S002592    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,161407,Indústria                                         ,0267 0269,Dilluns,2022,5,Maig,2,17,Tarda,No és causa del  vianant,0,1,0,1,2,431572.74 ,4585262.63,2.18010453773893,41.4141586589687
2022S007370    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,194406,Maragall                                          ,0043 0043,Dijous,2022,12,Desembre,1,6,Matí,Creuar per fora pas de vianants,0,1,0,1,1,431601.21 ,4585393.87,2.18043031206932,41.4153431206651
2022S004407    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,297001,Sant Antoni Maria Claret                          ,0252 0256,Dimarts,2022,7,Juliol,19,10,Matí,No és causa del  vianant,0,1,0,1,2,431226.09 ,4585058.64,2.17598029501962,41.4122917719178
2022S001461    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,161407,Indústria / Sant Quintí                           ,0254 0254,Divendres,2022,3,Març,11,20,Tarda,No és causa del  vianant,0,1,0,1,2,431460.81 ,4585127.29,2.17878071038030,41.4129301491833
2022S002966    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,297001,Sant Antoni Maria Claret                          ,0258 0260,Dimarts,2022,5,Maig,17,8,Matí,No és causa del  vianant,0,2,0,2,2,431205.74 ,4585069.47,2.17573559444880,41.4123875709233
2022S002764    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,297001,Sant Antoni Maria Claret                          ,0268 0268,Dilluns,2022,5,Maig,9,12,Matí,No és causa del  vianant,0,1,0,1,2,431268.03 ,4585099.78,2.17647738886889,41.4126658972678
2022S002515    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,297001,Sant Antoni Maria Claret / Independència          ,0270 0270,Divendres,2022,4,Abril,29,14,Tarda,No és causa del  vianant,0,1,0,1,2,431281.04 ,4585126.89,2.17662995990221,41.4129111815693
2022S001073    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,161101,Independència / Provença                          ,0323 0323,Dimarts,2022,2,Febrer,22,12,Matí,No és causa del  vianant,0,1,0,1,2,431660.6  ,4584737.39,2.18121510760707,41.4094354729915
2022S006976    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,161407,Indústria / Conca                                 ,0274 0274,Dimarts,2022,11,Novembre,15,12,Matí,No és causa del  vianant,0,2,0,2,2,431551.19 ,4585223.29,2.17985116019277,41.4138024995769
2022S005281    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,134801,Rosselló                                          ,0001 0003,Diumenge,2022,9,Setembre,4,3,Nit,No és causa del  vianant,0,1,0,1,2,431514.47 ,4584772.55,2.17946289540024,41.4097396990297
2022S001582    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,289105,Rosselló / Dos de Maig                            ,0517 0517,Divendres,2022,3,Març,18,13,Matí,No és causa del  vianant,0,1,0,1,2,431461.64 ,4584743.79,2.17883412021401,41.4094761597731
2022S000513    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,191204,Mallorca / Xifré                                  ,0535B0535B,Divendres,2022,1,Gener,28,15,Tarda,No és causa del  vianant,0,2,0,2,3,431814.66 ,4584712.35,2.18306103288166,41.4092230411396
2022S000177    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,268003,Provença / Dos de Maig                            ,0550 0550,Dijous,2022,1,Gener,13,12,Matí,No és causa del  vianant,0,1,0,1,2,431559.94 ,4584643.69,2.18002146637809,41.4085829744794
2022S001464    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,161101,Independència / Bassols                           ,0289 0295,Divendres,2022,3,Març,11,21,Tarda,No és causa del  vianant,0,2,0,2,2,431797.74 ,4584596.19,2.18287171416283,41.4081753873326
2022S002093    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,105304,València / Dos de Maig                            ,0228 0228,Divendres,2022,4,Abril,8,20,Tarda,No és causa del  vianant,0,0,0,0,3,431743.79 ,4584455.08,2.18224222398484,41.4068998698714
2022S006468    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,350308,València                                          ,0615 0615,Dimecres,2022,10,Octubre,26,19,Tarda,No és causa del  vianant,0,1,0,1,2,432057.29 ,4584777.79,2.18595638199303,41.4098330036041
2022S007415    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,191204,Mallorca                                          ,0582 0582,Divendres,2022,12,Desembre,2,12,Matí,Creuar per fora pas de vianants,0,1,0,1,1,431941.44 ,4584821.01,2.18456553237900,41.4102124627240
2022S007908    ,10,Sant Martí,65,el Clot,18505,Aragó / Independència                             ,0558 0558,Diumenge,2022,12,Desembre,25,18,Tarda,No és causa del  vianant,0,1,0,1,2,431934.16 ,4584454.66,2.18451968042250,41.4069122437300
2022S002812    ,10,Sant Martí,65,el Clot,161101,Independència                                     ,0265 0265,Dimecres,2022,5,Maig,11,9,Matí,No és causa del  vianant,0,1,0,1,3,431961.52 ,4584412.9 ,2.18485168909211,41.4065384424131
2022S001778    ,10,Sant Martí,72,Sant Martí de Provençals,115603,Espronceda                                        ,0214 0222,Dilluns,2022,3,Març,28,15,Tarda,No és causa del  vianant,0,4,0,4,3,432939.83 ,4584967.63,2.19649370868432,41.4116170232048
2022S004131    ,10,Sant Martí,72,Sant Martí de Provençals,30409,Bac de Roda / Concili de Trento                   ,0187 0191,Dijous,2022,7,Juliol,7,9,Matí,No és causa del  vianant,0,1,0,1,1,432866.8  ,4585219.17,2.19559204350496,41.4138764689639
2022S002454    ,10,Sant Martí,72,Sant Martí de Provençals,86200,Bac de Roda                                       ,0079 0079,Dimarts,2022,4,Abril,26,17,Tarda,No és causa del  vianant,0,1,0,1,1,432849.1  ,4585214.59,2.19538078277700,41.4138337381163
2022S007307    ,10,Sant Martí,65,el Clot,18505,Aragó                                             ,0594 0594,Dilluns,2022,11,Novembre,28,18,Tarda,Desobeir el senyal del semàfor,0,1,0,1,1,432184.11 ,4584725.86,2.18747943277396,41.4093760056247
2022S002275    ,10,Sant Martí,72,Sant Martí de Provençals,208205,Menorca / Agricultura                             ,0025 0025,Dimecres,2022,4,Abril,20,5,Nit,No és causa del  vianant,0,1,0,1,1,433083.34 ,4585952.6 ,2.19810159990747,41.4205003361905
2022S005199    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,191204,Mallorca                                          ,0587 0587,Dimarts,2022,8,Agost,30,17,Tarda,No és causa del  vianant,0,2,0,2,1,432012.73 ,4584921.82,2.18540708576844,41.4111264661350
2022S007702    ,10,Sant Martí,65,el Clot,209900,Meridiana / Consell de Cent                       ,0097 0097B,Divendres,2022,12,Desembre,16,17,Tarda,No és causa del  vianant,0,1,0,1,2,432129.07 ,4584436.31,2.18685346344373,41.4067634660484
2022S002059    ,10,Sant Martí,72,Sant Martí de Provençals,30409,Corts Catalanes / Bac de Roda                     ,0161 0161,Dijous,2022,4,Abril,7,19,Tarda,Desobeir el senyal del semàfor,0,1,0,1,1,433081.87 ,4584996.69,2.19818985453742,41.4118906082467
2022S000540    ,10,Sant Martí,72,Sant Martí de Provençals,30409,Bac de Roda                                       ,0161 0161,Diumenge,2022,1,Gener,30,23,Nit,No és causa del  vianant,0,1,0,1,2,433007.82 ,4585054.03,2.19729756385326,41.4124008787229
2022S000505    ,10,Sant Martí,65,el Clot,346800,Corts Catalanes / Poblenou                        ,0183 0183,Divendres,2022,1,Gener,28,8,Matí,No és causa del  vianant,0,0,0,0,2,432606.26 ,4584529.02,2.19255178408257,41.4076386634475
2022S002543    ,10,Sant Martí,65,el Clot,334607,Ter                                               ,0001 0001,Dissabte,2022,4,Abril,30,15,Tarda,No és causa del  vianant,0,1,0,1,1,432257.9  ,4584824.79,2.18835113666420,41.4102732664325
2022S005723    ,10,Sant Martí,72,Sant Martí de Provençals,158504,Doctor Zamenhof / Huelva                          ,0043 0045,Divendres,2022,9,Setembre,23,8,Matí,No és causa del  vianant,0,1,0,1,2,432842.52 ,4585531.47,2.19526684663895,41.4166872329273
2022S004518    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,209900,Meridiana / Mallorca                              ,0151B0151B,Dissabte,2022,7,Juliol,23,18,Tarda,No és causa del  vianant,0,1,0,1,2,432136.49 ,4585039.63,2.18687450620338,41.4121980134471
2022S002926    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,209900,Meridiana                                         ,0123 0123,Diumenge,2022,5,Maig,15,23,Nit,No és causa del  vianant,0,1,0,1,2,432108,4584685.07,2.18657346902638,41.4090021915456
2022S004178    ,10,Sant Martí,65,el Clot,220608,Monturiol                                         ,0019 0021,Divendres,2022,7,Juliol,8,16,Tarda,No és causa del  vianant,0,1,0,1,2,432590.48 ,4584803.24,2.19233242961791,41.4101071590843
2022S005322    ,10,Sant Martí,65,el Clot,115603,Espronceda / València                             ,0309 0311,Dimarts,2022,9,Setembre,6,13,Matí,No és causa del  vianant,0,1,0,1,3,432602.82 ,4585296.58,2.19242505595187,41.4145515626049
2022S006563    ,10,Sant Martí,65,el Clot,89004,Consell de Cent                                   ,0601 0603,Diumenge,2022,10,Octubre,30,8,Matí,No és causa del  vianant,0,1,0,1,2,431989.27 ,4584335.63,2.18519235344156,41.4058448452406
2022S003917    ,10,Sant Martí,72,Sant Martí de Provençals,153205,Guipúscoa                                         ,0075 0075,Dimarts,2022,6,Juny,28,8,Matí,No és causa del  vianant,0,1,0,1,1,433143.52 ,4585668.96,2.19885307232647,41.4179506879498
2022S001484    ,10,Sant Martí,72,Sant Martí de Provençals,153205,Guipúscoa / Treball                               ,0075 0075,Dissabte,2022,3,Març,12,17,Tarda,No és causa del  vianant,0,2,0,2,2,433175.48 ,4585669.99,2.19923536430662,41.4179626258296
2022S001637    ,10,Sant Martí,65,el Clot,42306,Bilbao                                            ,0196 0198,Dilluns,2022,3,Març,21,18,Tarda,Creuar per fora pas de vianants,0,2,0,2,1,432649.15 ,4584879.45,2.19302584838396,41.4107984832548
2022S004043    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,209900,Meridiana                                         ,0137 0137B,Dissabte,2022,7,Juliol,2,5,Nit,No és causa del  vianant,0,1,0,1,2,432108.67 ,4584732.53,2.18657615501741,41.4094297060081
2022S001232    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,209900,Meridiana                                         ,0139 0139,Dimarts,2022,3,Març,1,12,Matí,No és causa del  vianant,0,1,0,1,2,432109.76 ,4584862.88,2.18657455724568,41.4106038208955
2022S000387    ,10,Sant Martí,72,Sant Martí de Provençals,158504,Huelva                                            ,0071 0073,Diumenge,2022,1,Gener,23,14,Tarda,No és causa del  vianant,0,1,0,1,1,432970.05 ,4585641,2.19678058168335,41.4176843952952
2022S005645    ,10,Sant Martí,65,el Clot,350308,València                                          ,0658 0658,Dimarts,2022,9,Setembre,20,12,Matí,Creuar per fora pas de vianants,0,1,0,1,1,432305.29 ,4585020.28,2.18889620523772,41.4120379823289
2022S006741    ,10,Sant Martí,73,la Verneda i la Pau,266405,Prim / Guipúscoa                                  ,0192 0194,Diumenge,2022,11,Novembre,6,0,Nit,No és causa del  vianant,0,1,0,1,2,433653.97 ,4586136.52,2.20490934525526,41.4222042177712
2022S006814    ,10,Sant Martí,73,la Verneda i la Pau,169409,Prim / Corts Catalanes                            ,1157 1157,Dimarts,2022,11,Novembre,8,23,Nit,No és causa del  vianant,0,1,0,1,2,433942.83 ,4585841.27,2.20839810741224,41.4195688059842
2022S003055    ,10,Sant Martí,65,el Clot,226400,Aragó / Bilbao                                    ,0239 0241,Divendres,2022,5,Maig,20,21,Tarda,No és causa del  vianant,0,1,0,1,2,432504.38 ,4585011.18,2.19127914006278,41.4119727809409
2022S006412    ,10,Sant Martí,65,el Clot,209900,Meridiana                                         ,0172 0172,Dilluns,2022,10,Octubre,24,14,Tarda,No és causa del  vianant,0,1,0,1,2,432162.29 ,4584982.47,2.18718959327729,41.4116853709194
2022S001141    ,10,Sant Martí,70,el Besòs i el Maresme,701265,Litoral / Josep Pla                               ,590000,Divendres,2022,2,Febrer,25,9,Matí,No és causa del  vianant,0,1,0,1,1,434760.33 ,4584428.46,2.21833238318428,41.4069108214777
2022S006002    ,10,Sant Martí,72,Sant Martí de Provençals,3406,Guipúscoa                                         ,0251 0251,Dijous,2022,10,Octubre,6,8,Matí,No és causa del  vianant,0,1,0,1,1,433244.1  ,4585697.5 ,2.20005337352769,41.4182161094539
2022S004658    ,10,Sant Martí,73,la Verneda i la Pau,153205,Guipúscoa / Maresme                               ,0138 0138,Divendres,2022,7,Juliol,29,21,Tarda,No és causa del  vianant,0,1,0,1,2,433532.63 ,4586021.37,2.20347006653669,41.4211570559355
2022S000256    ,10,Sant Martí,73,la Verneda i la Pau,266405,Prim / Corts Catalanes                            ,0125 0125,Dilluns,2022,1,Gener,17,7,Matí,No és causa del  vianant,0,1,0,1,2,433942.83 ,4585841.27,2.20839810741224,41.4195688059842
2022S001527    ,10,Sant Martí,73,la Verneda i la Pau,270107,Cantàbria / Santander                             ,0298 0298,Dimarts,2022,3,Març,15,16,Tarda,No és causa del  vianant,0,1,0,1,2,433225.1  ,4586424.57,2.19974568004427,41.4247630354809
2022S000311    ,10,Sant Martí,71,Provençals del Poblenou,144601,Diagonal / Llacuna                                ,0186B0186B,Dimecres,2022,1,Gener,19,13,Matí,No és causa del  vianant,0,3,0,3,2,432706.68 ,4584237.28,2.19378559973832,41.4050194645242
2022S005540    ,10,Sant Martí,70,el Besòs i el Maresme,195409,Maresme / Llull                                   ,0019 0019,Dijous,2022,9,Setembre,15,17,Tarda,Altres,0,1,0,1,1,434607.77 ,4584971.28,2.21644856776848,41.4117874642137
2022S000241    ,10,Sant Martí,73,la Verneda i la Pau,153205,Guipúscoa                                         ,0107 0107,Diumenge,2022,1,Gener,16,14,Tarda,No és causa del  vianant,0,1,0,1,2,433415.01 ,4585932.54,2.20207244550719,41.4203472415936
2022S004311    ,10,Sant Martí,70,el Besòs i el Maresme,144601,Diagonal                                          ,0008 0008,Divendres,2022,7,Juliol,15,6,Matí,Desobeir el senyal del semàfor,0,1,0,1,1,434705.35 ,4584915.8 ,2.21762201368353,41.4112957100567
2022S001731    ,10,Sant Martí,70,el Besòs i el Maresme,94300,Cristóbal de Moura                                ,0231 0231,Dissabte,2022,3,Març,26,14,Tarda,No és causa del  vianant,0,0,0,0,3,434422.02 ,4585555.15,2.21416289423037,41.4170310859921
2022S005225    ,10,Sant Martí,70,el Besòs i el Maresme,266405,Prim / Cristóbal de Moura                         ,0090 0090,Dijous,2022,9,Setembre,1,8,Matí,No és causa del  vianant,0,0,1,1,1,434328.9  ,4585442.7 ,2.21306093178751,41.4160106657465
2022S001220    ,10,Sant Martí,71,Provençals del Poblenou,200600,Bilbao / Marroc                                   ,0004X0004X,Dilluns,2022,2,Febrer,28,15,Tarda,No és causa del  vianant,0,1,0,1,2,433090.05 ,4584419.2 ,2.19835163333035,41.4066899977190
2022S001504    ,10,Sant Martí,71,Provençals del Poblenou,356202,Veneçuela                                         ,0052 0052,Dilluns,2022,3,Març,14,11,Matí,Transitar a peu per la calçada,0,1,0,1,1,433874.01 ,4584794.91,2.20768912561776,41.4101388534897
2022S004427    ,10,Sant Martí,70,el Besòs i el Maresme,41100,Bernat Metge                                      ,0009 0019,Dimarts,2022,7,Juliol,19,23,Nit,No és causa del  vianant,0,1,0,1,3,434179.5  ,4585838.6 ,2.21123026602817,41.4195641985312
2022S001445    ,10,Sant Martí,68,el Poblenou,700662,Salvador Espriu                                   ,0097 0097,Dilluns,2022,3,Març,14,14,Tarda,No és causa del  vianant,0,2,0,2,3,433633.12 ,4583101.03,2.20499306817679,41.3948626310033
2022S005017    ,10,Sant Martí,68,el Poblenou,700667,Jaume Vicens i Vives                              ,0002X0002X,Dissabte,2022,8,Agost,20,19,Tarda,No és causa del  vianant,0,1,0,1,2,433510.9  ,4582852.51,2.20355851503239,41.3926141663556
2022S006816    ,10,Sant Martí,68,el Poblenou,332000,Taulat                                            ,0046 0046,Dimecres,2022,11,Novembre,9,0,Nit,No és causa del  vianant,0,1,0,1,2,433651.8  ,4583554.66,2.20516674540402,41.3989499089997
2022S000152    ,10,Sant Martí,68,el Poblenou,701266,Litoral (Llobregat)                               ,720000,Dimecres,2022,1,Gener,12,6,Matí,No és causa del  vianant,0,1,0,1,2,433926.41 ,4583434.56,2.20846466081627,41.3978908305692
2022S001408    ,10,Sant Martí,68,el Poblenou,701266,B-10 (Llobregat)                                  ,780000,Dimarts,2022,3,Març,8,20,Tarda,No és causa del  vianant,0,1,0,1,2,433473.3  ,4582905.96,2.20310292325274,41.3930924653839
2022S002565    ,10,Sant Martí,68,el Poblenou,700755,Carmen Amaya                                      ,0008X0008X,Diumenge,2022,5,Maig,1,22,Nit,No és causa del  vianant,0,0,0,0,5,433538.87 ,4583179.8 ,2.20385709826537,41.3955643023571
2022S000877    ,10,Sant Martí,70,el Besòs i el Maresme,195409,Maresme / Bolívia                                 ,0164 0164,Dilluns,2022,2,Febrer,14,10,Matí,No és causa del  vianant,0,1,0,1,3,434044.54 ,4585541.26,2.20964785986092,41.4168750591311
2022S006500    ,10,Sant Martí,68,el Poblenou,175004,Jonquera                                          ,0012 0012,Dijous,2022,10,Octubre,27,17,Tarda,No és causa del  vianant,0,1,0,1,2,433843.52 ,4583651.63,2.20744943207567,41.3998391059775
2022S007457    ,10,Sant Martí,71,Provençals del Poblenou,701414,C-31                                              ,20660000,Diumenge,2022,12,Desembre,4,16,Tarda,No és causa del  vianant,0,1,0,1,2,432294.33 ,4584205.8 ,2.18885628790920,41.4047012788959
2022S002899    ,10,Sant Martí,68,el Poblenou,42306,Bilbao                                            ,0013 0015,Dissabte,2022,5,Maig,14,9,Matí,No és causa del  vianant,0,1,0,1,1,433714.1  ,4583775.76,2.20588772709962,41.4009464453195
2022S006022    ,10,Sant Martí,71,Provençals del Poblenou,115603,Espronceda / Perú                                 ,0194 0194,Dijous,2022,10,Octubre,6,22,Nit,No és causa del  vianant,0,1,0,1,2,433092.71 ,4584796.53,2.19834169808027,41.4100887265074
2022S005692    ,10,Sant Martí,71,Provençals del Poblenou,253902,Perú                                              ,0122 0134,Dijous,2022,9,Setembre,22,0,Nit,No és causa del  vianant,0,0,0,0,1,433136.73 ,4584825.6 ,2.19886512479199,41.4103542184441
2022S006029    ,10,Sant Martí,71,Provençals del Poblenou,253902,Perú / Bac de Roda                                ,0140 0142,Divendres,2022,10,Octubre,7,9,Matí,No és causa del  vianant,0,1,0,1,2,433186.49 ,4584891.95,2.19945310768195,41.4109559562608
2022S003136    ,10,Sant Martí,71,Provençals del Poblenou,253902,Bac de Roda / Perú                                ,0140 0142,Dimarts,2022,5,Maig,24,16,Tarda,No és causa del  vianant,0,1,0,1,2,433186.49 ,4584891.95,2.19945310768195,41.4109559562608
2022S000356    ,10,Sant Martí,71,Provençals del Poblenou,701414,Corts Catalanes                                   ,20740000,Divendres,2022,1,Gener,21,20,Tarda,No és causa del  vianant,0,0,0,0,2,433349.55 ,4585185.38,2.20137158084917,41.4136123503840
2022S004927    ,10,Sant Martí,71,Provençals del Poblenou,701414,Corts Catalanes                                   ,20750000,Dilluns,2022,8,Agost,15,20,Tarda,No és causa del  vianant,0,2,0,2,2,433349.55 ,4585185.38,2.20137158084917,41.4136123503840
2022S000732    ,10,Sant Martí,71,Provençals del Poblenou,701414,Corts Catalanes / Selva de Mar                    ,20750000,Dilluns,2022,2,Febrer,7,13,Matí,No és causa del  vianant,0,1,0,1,2,433372.35 ,4585277.86,2.20163417363620,41.4144471843808
2022S002739    ,10,Sant Martí,71,Provençals del Poblenou,701414,Corts Catalanes / Selva de Mar                    ,20750000,Diumenge,2022,5,Maig,8,12,Matí,No és causa del  vianant,0,1,0,1,2,433372.35 ,4585277.86,2.20163417363620,41.4144471843808
2022S000276    ,10,Sant Martí,71,Provençals del Poblenou,253902,Perú                                              ,0190 0190,Dimarts,2022,1,Gener,18,9,Matí,No és causa del  vianant,0,1,0,1,2,433408.44 ,4585091.76,2.20208647560475,41.4127740271343
2022S007860    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,30409,Ramon Turró / Bac de Roda                         ,0032 0032,Dimecres,2022,12,Desembre,21,8,Matí,No és causa del  vianant,0,1,0,1,2,433936.91 ,4584121.59,2.20851521304019,41.4040796070100
2022S000577    ,10,Sant Martí,71,Provençals del Poblenou,115603,Espronceda                                        ,0154 0154,Dimarts,2022,2,Febrer,1,12,Matí,No és causa del  vianant,0,1,0,1,4,433268.05 ,4584633.39,2.20045742058923,41.4086339591748
2022S007613    ,10,Sant Martí,71,Provençals del Poblenou,701414,C-31                                              ,20800000,Dimarts,2022,12,Desembre,13,16,Tarda,No és causa del  vianant,0,2,0,2,2,433723.92 ,4585600.72,2.20580513171834,41.4173841946649
2022S007621    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,144601,Diagonal / Fluvià                                 ,0085 0085,Diumenge,2022,12,Desembre,11,23,Nit,No és causa del  vianant,0,0,0,0,1,433712.58 ,4584545.41,2.20578517715267,41.4078783624381
2022S001198    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,322608,Selva de Mar / Pallars                            ,0047X0047X,Dilluns,2022,2,Febrer,28,7,Matí,No és causa del  vianant,0,1,0,1,3,433943.46 ,4584696.09,2.20853080455314,41.4092545230705
2022S007316    ,10,Sant Martí,68,el Poblenou,115603,Espronceda                                        ,0104 0104,Dimarts,2022,11,Novembre,29,11,Matí,No és causa del  vianant,0,1,0,1,2,433617.27 ,4584275.23,2.20467461671330,41.4054370485447
2022S003209    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,30409,Bac de Roda / Diagonal                            ,0098X0098X,Divendres,2022,5,Maig,27,14,Tarda,No és causa del  vianant,0,1,0,1,2,433559.9  ,4584512.34,2.20396225337514,41.4075678926274
2022S001523    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,143609,Josep Pla / Pallars                               ,0065 0065,Dimarts,2022,3,Març,15,17,Tarda,No és causa del  vianant,0,1,0,1,2,434227.24 ,4584976.01,2.21189537320925,41.4117989859005
2022S003744    ,10,Sant Martí,68,el Poblenou,270901,Pujades                                           ,0190 0190,Dissabte,2022,6,Juny,18,0,Nit,Creuar per fora pas de vianants,0,1,0,1,1,433317.53 ,4583881.46,2.20113229085503,41.4018656350856
2022S007917    ,10,Sant Martí,68,el Poblenou,346800,Poblenou                                          ,0038 0040,Dilluns,2022,12,Desembre,26,13,Matí,No és causa del  vianant,0,1,0,1,1,433505.99 ,4583625.89,2.20341478414683,41.3995794038342
