Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal_caption,Descripcio_dia_setmana,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_causa_vianant,Numero_morts,Numero_lesionats_lleus,Numero_lesionats_greus,Numero_victimes,Numero_vehicles_implicats,Coordenada_UTM_X_ED50,Coordenada_UTM_Y_ED50,Longitud,Latitud
2022S004637    ,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell / Aragó                            ,0115 0115,Divendres,2022,7,Juliol,29,12,Matí,No és causa del  vianant,0,2,0,2,2,429447.81 ,4582020.17,2.15505934973192,41.3847710892521
2022S005604    ,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell                                    ,0121 0123,Diumenge,2022,9,Setembre,18,12,Matí,No és causa del  vianant,0,1,0,1,2,429430.18 ,4582062.87,2.15484353602210,41.3851541260414
2022S004175    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",177101,Laietana / Àngel J. Baixeras                      ,0006 0006,Divendres,2022,7,Juliol,8,20,Tarda,No és causa del  vianant,0,2,0,2,2,431606.51 ,4581727.74,2.18090823809717,41.3823238402788
2022S006647    ,2,Eixample,9,la Nova Esquerra de l'Eixample,110803,Entença / Diputació                               ,0068 0068,Dijous,2022,11,Novembre,3,12,Matí,No és causa del  vianant,0,1,0,1,2,429156.52 ,4581362.4 ,2.15165280375838,41.3788211575784
2022S001281    ,2,Eixample,9,la Nova Esquerra de l'Eixample,87009,Comte Borrell / Consell de Cent                   ,0161 0161,Dijous,2022,3,Març,3,16,Tarda,No és causa del  vianant,0,0,0,0,2,429445.97 ,4581832.84,2.15505917793349,41.3830837093045
2022S006072    ,2,Eixample,9,la Nova Esquerra de l'Eixample,18505,Aragó                                             ,0061 0061,Dissabte,2022,10,Octubre,8,19,Tarda,No és causa del  vianant,0,1,0,1,2,428984.91 ,4581582.93,2.14957485820154,41.3807922553113
2022S004890    ,2,Eixample,9,la Nova Esquerra de l'Eixample,18505,Aragó                                             ,0065 0065,Dilluns,2022,8,Agost,8,15,Tarda,No és causa del  vianant,0,1,0,1,2,428994.37 ,4581592.23,2.14968689192050,41.3808768528544
2022S002210    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes / Rocafort                        ,0445 0445,Dissabte,2022,4,Abril,16,2,Nit,No és causa del  vianant,0,2,0,2,2,429355.61 ,4581351.42,2.15403476873311,41.3787397835458
2022S003958    ,2,Eixample,9,la Nova Esquerra de l'Eixample,285807,Rocafort                                          ,0091 0091,Dimecres,2022,6,Juny,29,9,Matí,No és causa del  vianant,0,1,0,1,1,429299.21 ,4581394.11,2.15335536359357,41.3791193202338
2022S000001    ,2,Eixample,9,la Nova Esquerra de l'Eixample,110803,C-31                                              ,0198B0198B,Dissabte,2022,1,Gener,1,1,Nit,No és causa del  vianant,0,1,0,1,2,433509.45 ,4585389.78,2.20326219509310,41.4154665824390
2022S002186    ,2,Eixample,9,la Nova Esquerra de l'Eixample,362001,Corts Catalanes / Vilamarí                        ,0043 0045,Dijous,2022,4,Abril,14,12,Matí,No és causa del  vianant,0,1,0,1,1,429165.19 ,4581164.97,2.15177957232199,41.3770437354376
2022S000570    ,2,Eixample,9,la Nova Esquerra de l'Eixample,110803,Entença                                           ,0126 0126,Dimecres,2022,2,Febrer,2,14,Tarda,No és causa del  vianant,0,1,0,1,1,428888.11 ,4581622.88,2.14841261477480,41.3811435140424
2022S000374    ,2,Eixample,9,la Nova Esquerra de l'Eixample,287201,Roma / Llança                                     ,0009 0009,Dissabte,2022,1,Gener,22,18,Tarda,No és causa del  vianant,0,2,0,2,2,428548.42 ,4581601.9 ,2.14435299979796,41.3809244337087
2022S004605    ,2,Eixample,9,la Nova Esquerra de l'Eixample,18505,Aragó / Comte Borrell                             ,0127 0127,Dimecres,2022,7,Juliol,27,17,Tarda,No és causa del  vianant,0,1,0,1,2,429354.29 ,4581928.4 ,2.15395166102301,41.3839363336797
2022S002144    ,2,Eixample,9,la Nova Esquerra de l'Eixample,350308,València                                          ,0040B0040B,Dilluns,2022,4,Abril,11,18,Tarda,No és causa del  vianant,0,1,0,1,2,428813.9  ,4581571.27,2.14753126193421,41.3806721126559
2022S005143    ,2,Eixample,9,la Nova Esquerra de l'Eixample,361406,Viladomat / Diputació                             ,0140C0140C,Dissabte,2022,8,Agost,27,13,Matí,No és causa del  vianant,0,1,0,1,2,429444.29 ,4581642.99,2.15506121240913,41.3813736461057
2022S000357    ,2,Eixample,9,la Nova Esquerra de l'Eixample,361406,Viladomat / París                                 ,0283 0283,Divendres,2022,1,Gener,21,21,Tarda,No és causa del  vianant,0,1,0,1,2,428696.36 ,4582407,2.14602726386174,41.3881888171791
2022S003709    ,2,Eixample,10,Sant Antoni,361406,Floridablanca / Viladomat                         ,0082 0082,Dijous,2022,6,Juny,16,20,Tarda,No és causa del  vianant,0,1,0,1,2,429744.27 ,4581335.47,2.15868414777562,41.3786301856415
2022S005501    ,2,Eixample,9,la Nova Esquerra de l'Eixample,110803,Entença / Roma                                    ,0142 0142,Dimecres,2022,9,Setembre,14,10,Matí,No és causa del  vianant,0,1,0,1,1,428787.04 ,4581740.07,2.14719021199312,41.3821900562282
2022S004924    ,2,Eixample,9,la Nova Esquerra de l'Eixample,350308,València / Calàbria                               ,0102 0102,Dilluns,2022,8,Agost,15,12,Matí,No és causa del  vianant,0,2,0,2,2,429068.51 ,4581836.06,2.15054490594265,41.3830794912420
2022S004159    ,2,Eixample,10,Sant Antoni,361406,Viladomat / Sepúlveda                             ,0101 0101,Divendres,2022,7,Juliol,8,8,Matí,No és causa del  vianant,0,1,0,1,2,429650.92 ,4581430.44,2.15755685292461,41.3794773866508
2022S000700    ,2,Eixample,9,la Nova Esquerra de l'Eixample,18505,Aragó                                             ,0125 0125,Dissabte,2022,2,Febrer,5,13,Matí,No és causa del  vianant,0,1,0,1,3,429336.34 ,4581897.74,2.15374057999817,41.3836586116108
2022S000784    ,2,Eixample,10,Sant Antoni,169409,Corts Catalanes / Villarroel                      ,0544 0544,Dimecres,2022,2,Febrer,9,19,Tarda,No és causa del  vianant,1,0,0,1,1,429834.07 ,4581818.31,2.15970200410718,41.3829868135913
2022S006441    ,2,Eixample,9,la Nova Esquerra de l'Eixample,100800,Diputació                                         ,0002D0002D,Dimarts,2022,10,Octubre,25,15,Tarda,No és causa del  vianant,0,2,0,2,3,428842.04 ,4581038.14,2.14793041209443,41.3758728851927
2022S004827    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes / Viladomat                       ,0491 0491,Dilluns,2022,8,Agost,8,19,Tarda,No és causa del  vianant,0,1,0,1,2,429546.58 ,4581537.58,2.15629669305921,41.3804332243350
2022S006153    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,32700,Balmes / Provença                                 ,0119 0119,Dijous,2022,10,Octubre,13,11,Matí,No és causa del  vianant,0,1,0,1,2,429743.72 ,4582869.41,2.15849953521733,41.3924458290383
2022S006620    ,2,Eixample,9,la Nova Esquerra de l'Eixample,110803,Entença                                           ,0163 0163,Dimecres,2022,11,Novembre,2,16,Tarda,No és causa del  vianant,0,1,0,1,2,428550.67 ,4581967.77,2.14433672728273,41.3842198936222
2022S002476    ,2,Eixample,10,Sant Antoni,349706,Comte d'Urgell / Sepúlveda                        ,0041 0041,Dimecres,2022,4,Abril,27,18,Tarda,No és causa del  vianant,0,0,1,1,2,429841.22 ,4581617.31,2.15981080070461,41.3811770953571
2022S005111    ,2,Eixample,10,Sant Antoni,169409,Corts Catalanes / Comte Borrell                   ,0504 0504,Divendres,2022,8,Agost,26,13,Matí,No és causa del  vianant,0,1,0,1,2,429641.98 ,4581631.12,2.15742662932905,41.3812840639167
2022S001758    ,2,Eixample,10,Sant Antoni,169409,Corts Catalanes / Comte d'Urgell                  ,0522 0522,Dilluns,2022,3,Març,28,1,Nit,No és causa del  vianant,0,1,0,1,2,429737.74 ,4581724.85,2.15856087805054,41.3821366352908
2022S000519    ,2,Eixample,10,Sant Antoni,323203,Comte d'Urgell / Sepúlveda                        ,0129 0129,Divendres,2022,1,Gener,28,16,Tarda,No és causa del  vianant,0,1,0,1,2,429841.22 ,4581617.31,2.15981080070461,41.3811770953571
2022S007903    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes / Comte Borrell                   ,0509 0509,Diumenge,2022,12,Desembre,25,23,Nit,No és causa del  vianant,0,1,0,1,1,429641.98 ,4581631.12,2.15742662932905,41.3812840639167
2022S006694    ,2,Eixample,9,la Nova Esquerra de l'Eixample,100800,Entença / Diputació                               ,0040 0040,Divendres,2022,11,Novembre,4,18,Tarda,No és causa del  vianant,0,1,0,1,2,429156.52 ,4581362.4 ,2.15165280375838,41.3788211575784
2022S007413    ,2,Eixample,10,Sant Antoni,54509,Parlament                                         ,0002B0002B,Divendres,2022,12,Desembre,2,10,Matí,No és causa del  vianant,0,0,0,0,1,429943.97 ,4580987.23,2.16111240934145,41.3755111230614
2022S006876    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes / Llança                          ,0387 0391,Dijous,2022,11,Novembre,10,9,Matí,No és causa del  vianant,0,1,0,1,2,429069.79 ,4581070.36,2.15064990838115,41.3761832040466
2022S001393    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes                                   ,0407 0409,Dimarts,2022,3,Març,8,10,Matí,No és causa del  vianant,0,1,0,1,3,429175.13 ,4581209.22,2.15189325464331,41.3774431561658
2022S007628    ,2,Eixample,10,Sant Antoni,323203,Sepúlveda                                         ,0097 0097,Dimarts,2022,12,Desembre,13,21,Tarda,No és causa del  vianant,0,1,0,1,2,429691.24 ,4581455.13,2.15803613105570,41.3797032888335
2022S000856    ,2,Eixample,10,Sant Antoni,296508,Sant Antoni                                       ,0055 0055,Diumenge,2022,2,Febrer,13,5,Nit,No és causa del  vianant,0,4,0,4,2,430166.03 ,4581957.28,2.16365575634025,41.3842673811534
2022S004995    ,2,Eixample,10,Sant Antoni,296508,Sant Antoni                                       ,0057 0057,Divendres,2022,8,Agost,19,12,Matí,No és causa del  vianant,0,1,0,1,2,430166.03 ,4581957.28,2.16365575634025,41.3842673811534
2022S000530    ,2,Eixample,10,Sant Antoni,308709,Sant Pau                                          ,0055 0057,Dissabte,2022,1,Gener,29,8,Matí,No és causa del  vianant,0,0,0,0,2,430266.53 ,4581207.08,2.16494402569366,41.3775192862890
2022S007657    ,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló                                          ,0321 0321,Dijous,2022,12,Desembre,15,8,Matí,No és causa del  vianant,0,2,0,2,1,430370.75 ,4583692.49,2.16590430835446,41.3999136173374
2022S003552    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell / Sarrià                           ,0217 0223,Divendres,2022,6,Juny,10,22,Nit,No és causa del  vianant,0,1,0,1,1,428885.89 ,4582593.13,2.14827208249613,41.3898820161544
2022S001082    ,2,Eixample,10,Sant Antoni,323203,Muntaner / Sepúlveda                              ,0183 0183,Dimarts,2022,2,Febrer,22,16,Tarda,No és causa del  vianant,0,0,0,0,2,430127.51 ,4581900.31,2.16320167678429,41.3837509227980
2022S006701    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,363809,Villarroel                                        ,0253 0253,Divendres,2022,11,Novembre,4,17,Tarda,No és causa del  vianant,0,1,0,1,2,428848.62 ,4582810.83,2.14780074364408,41.3918394620422
2022S000695    ,2,Eixample,9,la Nova Esquerra de l'Eixample,320704,Sarrià                                            ,0029 0029,Divendres,2022,2,Febrer,4,18,Tarda,No és causa del  vianant,0,2,0,2,5,428613.28 ,4582627.45,2.14500766453322,41.3901669541356
2022S001496    ,2,Eixample,7,la Dreta de l'Eixample,350308,València                                          ,0285 0285,Diumenge,2022,3,Març,13,18,Tarda,No és causa del  vianant,0,1,0,1,2,430425.27 ,4583182.67,2.16661509625002,41.3953265607585
2022S002307    ,2,Eixample,7,la Dreta de l'Eixample,350308,València                                          ,0293 0295,Dimecres,2022,4,Abril,20,19,Tarda,No és causa del  vianant,0,1,0,1,2,430452.5  ,4583209.48,2.16693770952910,41.3955703871570
2022S004046    ,2,Eixample,9,la Nova Esquerra de l'Eixample,361406,Provença / Viladomat                              ,0222 0222,Diumenge,2022,7,Juliol,3,15,Tarda,No és causa del  vianant,0,1,0,1,2,428977.61 ,4582119.87,2.14942457238678,41.3856276423771
2022S006594    ,2,Eixample,9,la Nova Esquerra de l'Eixample,54509,Calàbria / París                                  ,0266 0266,Dilluns,2022,10,Octubre,31,20,Tarda,No és causa del  vianant,0,0,0,0,1,428600.61 ,4582312.9 ,2.14489324034822,41.3873327921294
2022S000020    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó / Roger de Llúria                           ,0297 0297,Dilluns,2022,1,Gener,3,11,Matí,No és causa del  vianant,1,0,0,1,2,430498.67 ,4583050.27,2.16750823495950,41.3941404294405
2022S004000    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó / Roger de Llúria                           ,0297 0297,Dijous,2022,6,Juny,30,20,Tarda,No és causa del  vianant,0,1,0,1,2,430498.67 ,4583050.27,2.16750823495950,41.3941404294405
2022S002916    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,363809,Villarroel                                        ,0194 0196,Dissabte,2022,5,Maig,14,22,Nit,No és causa del  vianant,0,1,0,1,2,428948.61 ,4582740.08,2.14900495083463,41.3912110895783
2022S002713    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,363809,Buenos Aires / Villarroel                         ,0224 0226,Divendres,2022,5,Maig,6,21,Tarda,No és causa del  vianant,0,1,0,1,2,428794.3  ,4582881.46,2.14714275479288,41.3924707890449
2022S000851    ,2,Eixample,7,la Dreta de l'Eixample,191204,Mallorca                                          ,0295 0295,Dissabte,2022,2,Febrer,12,23,Nit,No és causa del  vianant,0,1,0,1,2,430381.72 ,4583296.98,2.16608104561691,41.3963523410216
2022S001587    ,2,Eixample,7,la Dreta de l'Eixample,289105,Rosselló / Bruc                                   ,0287 0287,Divendres,2022,3,Març,18,16,Tarda,No és causa del  vianant,0,1,0,1,2,430216.04 ,4583527.36,2.16407275947411,41.3984129229793
2022S000568    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó / Bruc                                      ,0311 0311,Dilluns,2022,1,Gener,31,15,Tarda,Altres,0,2,0,2,2,430594.16 ,4583143.18,2.16863970240656,41.3949854940606
2022S005390    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell                                    ,0216 0216,Dimecres,2022,9,Setembre,7,16,Tarda,No és causa del  vianant,0,2,0,2,1,429049.67 ,4582451.42,2.15024747854873,41.3886201608385
2022S000208    ,2,Eixample,10,Sant Antoni,198407,Sant Pau / Marquès de Campo Sagrado               ,0035 0035,Divendres,2022,1,Gener,14,17,Tarda,Altres,0,1,0,1,1,430307.07 ,4581138.31,2.16543670234001,41.3769034108937
2022S006846    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,90502,Còrsega                                           ,0273 0277,Dimecres,2022,11,Novembre,9,21,Tarda,No és causa del  vianant,0,1,0,1,2,429509.14 ,4583033.76,2.15567473385146,41.3939055281932
2022S000371    ,2,Eixample,7,la Dreta de l'Eixample,145003,Girona / Diagonal                                 ,0144 0146,Dissabte,2022,1,Gener,22,17,Tarda,Desobeir el senyal del semàfor,0,1,0,1,1,430420.21 ,4583514.23,2.16651644032919,41.3983123743047
2022S001420    ,2,Eixample,7,la Dreta de l'Eixample,144601,Sant Joan / Diagonal                              ,0374B0374B,Dimecres,2022,3,Març,9,12,Matí,No és causa del  vianant,0,1,0,1,2,430706.95 ,4583601.64,2.16993625299662,41.3991244308633
2022S005108    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,70607,Casanova / Diputació                              ,0056 0056,Divendres,2022,8,Agost,26,10,Matí,No és causa del  vianant,0,2,0,2,2,429827.12 ,4582016.53,2.15959591469540,41.3847715100103
2022S005173    ,2,Eixample,7,la Dreta de l'Eixample,305100,Aragó / Sant Joan                                 ,0084 0084,Dilluns,2022,8,Agost,29,11,Matí,No és causa del  vianant,0,1,0,1,2,430880.87 ,4583424.29,2.17203687943414,41.3975420786059
2022S001906    ,2,Eixample,7,la Dreta de l'Eixample,305100,Aragó / Sant Joan                                 ,0084 0084,Divendres,2022,4,Abril,1,20,Tarda,No és causa del  vianant,0,1,0,1,2,430880.87 ,4583424.29,2.17203687943414,41.3975420786059
2022S000762    ,2,Eixample,7,la Dreta de l'Eixample,350308,València                                          ,0371 0371,Dimarts,2022,2,Febrer,8,14,Tarda,No és causa del  vianant,0,1,0,1,2,430859.12 ,4583607.3 ,2.17175580326537,41.3991885196237
2022S003460    ,2,Eixample,7,la Dreta de l'Eixample,350308,València                                          ,0337 0337,Dimarts,2022,6,Juny,7,9,Matí,No és causa del  vianant,0,1,0,1,2,430662.63 ,4583384.65,2.16943098647601,41.3971662483942
2022S003660    ,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent                                   ,0451 0451,Dimecres,2022,6,Juny,15,9,Matí,Transitar a peu per la calçada,0,1,0,1,1,431125.61 ,4583492.76,2.17495649781895,41.3981797851503
2022S002070    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal                                          ,0443 0443,Divendres,2022,4,Abril,8,10,Matí,No és causa del  vianant,0,1,0,1,2,429002.19 ,4583024.82,2.14961236387431,41.3937803753569
2022S007279    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,180208,Londres                                           ,0081 0081,Diumenge,2022,11,Novembre,27,8,Matí,No és causa del  vianant,0,1,0,1,2,429010.5  ,4582919.9 ,2.14972406537534,41.3928361331889
2022S007000    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal / Casanova                               ,0455 0459,Dimecres,2022,11,Novembre,16,9,Matí,No és causa del  vianant,0,2,0,2,3,428860.06 ,4583006.33,2.14791458425675,41.3936012718362
2022S003700    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal                                          ,0465 0465,Dijous,2022,6,Juny,16,17,Tarda,No és causa del  vianant,0,1,0,1,2,428783.05 ,4582953.93,2.14699967209955,41.3931225026753
2022S006216    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,245802,París                                             ,0193 0197,Diumenge,2022,10,Octubre,16,0,Nit,No és causa del  vianant,0,2,0,2,2,429315.56 ,4583000.58,2.15336327810676,41.3935896820081
2022S004695    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,23403,Aribau                                            ,0061 0061,Dilluns,2022,8,Agost,1,12,Matí,No és causa del  vianant,0,2,0,2,2,429764.66 ,4582449.18,2.15879875630092,41.3886627897594
2022S007545    ,2,Eixample,7,la Dreta de l'Eixample,268003,Provença / Roger de Flor                          ,0359 0359,Divendres,2022,12,Desembre,9,19,Tarda,No és causa del  vianant,0,1,0,1,2,430696.57 ,4583807.33,2.16978852454694,41.4009761180562
2022S003730    ,2,Eixample,7,la Dreta de l'Eixample,268003,Provença                                          ,0367 0367,Divendres,2022,6,Juny,17,15,Tarda,No és causa del  vianant,0,1,0,1,2,430749.55 ,4583844.66,2.17041799405709,41.4013169061501
2022S000607    ,2,Eixample,7,la Dreta de l'Eixample,191204,Mallorca                                          ,0333 0333,Dimecres,2022,2,Febrer,2,9,Matí,No és causa del  vianant,0,1,0,1,2,430722.32 ,4583661.89,2.17011320240092,41.3996684086058
2022S002602    ,2,Eixample,7,la Dreta de l'Eixample,191204,Mallorca / Roger de Flor                          ,0344 0344,Dilluns,2022,5,Maig,2,17,Tarda,No és causa del  vianant,0,1,0,1,2,430789.42 ,4583711.39,2.17091016872632,41.4001200227676
2022S007850    ,2,Eixample,7,la Dreta de l'Eixample,289105,Sant Joan / Rosselló                              ,0306 0306,Dijous,2022,12,Desembre,22,18,Tarda,Altres,0,1,0,1,2,430505.46 ,4583808.03,2.16750239896234,41.4009659123774
2022S006852    ,2,Eixample,7,la Dreta de l'Eixample,289105,Sant Joan / Rosselló                              ,0306 0306,Dimecres,2022,11,Novembre,9,21,Tarda,No és causa del  vianant,0,1,0,1,2,430505.46 ,4583808.03,2.16750239896234,41.4009659123774
2022S000389    ,2,Eixample,7,la Dreta de l'Eixample,289105,Girona / Rosselló                                 ,0278 0278,Diumenge,2022,1,Gener,23,20,Tarda,No és causa del  vianant,0,1,0,1,1,430314.8  ,4583622.34,2.16524313104931,41.3992769484902
2022S000944    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal                                          ,0419 0419,Dijous,2022,2,Febrer,17,4,Nit,No és causa del  vianant,0,1,0,1,3,429350.86 ,4583138.64,2.15376936457985,41.3948362439481
2022S004045    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,18505,Aragó / Muntaner                                  ,0185 0185,Diumenge,2022,7,Juliol,3,13,Matí,No és causa del  vianant,0,1,0,1,2,429735.29 ,4582301.52,2.15846464370575,41.3873302981637
2022S004222    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,18505,Aragó                                             ,0185 0185,Dilluns,2022,7,Juliol,11,12,Matí,No és causa del  vianant,0,1,0,1,2,429748.98 ,4582339.33,2.15862397943432,41.3876720370023
2022S006187    ,2,Eixample,7,la Dreta de l'Eixample,176801,Roger de Llúria / Mallorca                        ,0102 0102,Divendres,2022,10,Octubre,14,21,Tarda,No és causa del  vianant,0,1,0,1,2,430311.63 ,4583242.67,2.16524894955389,41.3958571124434
2022S000147    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell                                    ,0136 0136,Dimarts,2022,1,Gener,11,17,Tarda,No és causa del  vianant,0,0,0,0,2,429407.84 ,4582040.16,2.15457902048117,41.3849476230087
2022S003497    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,223606,Muntaner / Còrsega                                ,0167 0167,Dimecres,2022,6,Juny,8,18,Tarda,No és causa del  vianant,0,1,0,1,2,429266.59 ,4582781.43,2.15280318801365,41.3916115663639
2022S003299    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,223606,Muntaner                                          ,0179 0179,Dilluns,2022,5,Maig,30,18,Tarda,No és causa del  vianant,0,1,0,1,2,429201.91 ,4582832.96,2.15202357554297,41.3920699828733
2022S006218    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,363809,Villarroel / Aragó                                ,0115 0115,Diumenge,2022,10,Octubre,16,2,Nit,No és causa del  vianant,1,4,0,5,2,429544.56 ,4582114.92,2.15620534775251,41.3856329573129
2022S003068    ,2,Eixample,7,la Dreta de l'Eixample,18505,Sant Joan / Aragó                                 ,0357 0357,Dissabte,2022,5,Maig,21,11,Matí,No és causa del  vianant,0,1,0,1,2,430880.87 ,4583424.29,2.17203687943414,41.3975420786059
2022S002324    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó                                             ,0357 0357,Divendres,2022,4,Abril,22,7,Matí,No és causa del  vianant,0,1,0,1,3,430897.48 ,4583465.33,2.17223086888425,41.3979131416900
2022S005883    ,2,Eixample,7,la Dreta de l'Eixample,268003,Sant Joan / Provença                              ,0370 0370,Divendres,2022,9,Setembre,30,20,Tarda,No és causa del  vianant,0,1,0,1,2,430599.12 ,4583712.76,2.16863368476832,41.4001159441001
2022S001506    ,2,Eixample,7,la Dreta de l'Eixample,286504,Roger de Flor / Mallorca                          ,0177 0179,Dilluns,2022,3,Març,14,11,Matí,No és causa del  vianant,0,2,0,2,2,430789.42 ,4583711.39,2.17091016872632,41.4001200227676
2022S000560    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,18505,Aragó / Aribau                                    ,0203 0203,Dilluns,2022,1,Gener,31,14,Tarda,No és causa del  vianant,0,1,0,1,2,429830.93 ,4582396.05,2.15959748203641,41.3881900543947
2022S002440    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,18505,Aragó                                             ,0209 0209,Dimarts,2022,4,Abril,26,14,Tarda,No és causa del  vianant,0,1,0,1,2,429875.04 ,4582418.03,2.16012247176075,41.3883918710460
2022S001537    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,23403,Aribau / Aragó                                    ,0051 0051,Dimecres,2022,3,Març,16,9,Matí,No és causa del  vianant,0,1,0,1,2,429830.93 ,4582396.05,2.15959748203641,41.3881900543947
2022S007383    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,223606,Muntaner / Diputació                              ,0041 0041,Dijous,2022,12,Desembre,1,10,Matí,No és causa del  vianant,0,1,0,1,2,429922.08 ,4582109.9 ,2.16072072636414,41.3856207481721
2022S003853    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,32700,Balmes                                            ,0079B0079B,Dijous,2022,6,Juny,23,16,Tarda,No és causa del  vianant,0,2,0,2,2,429940.3  ,4582651.66,2.16087590987114,41.3905017908828
2022S003542    ,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan                                         ,0085 0085,Divendres,2022,6,Juny,10,11,Matí,No és causa del  vianant,0,1,0,1,2,430806.5  ,4583463.53,2.17114282822611,41.3978890989719
2022S006644    ,2,Eixample,7,la Dreta de l'Eixample,350308,València                                          ,0314 0314,Dijous,2022,11,Novembre,3,10,Matí,No és causa del  vianant,0,1,0,1,1,430442.77 ,4583169.16,2.16682596509420,41.3952063957891
2022S000777    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,70607,València / Casanova                               ,0104 0104,Dimecres,2022,2,Febrer,9,15,Tarda,No és causa del  vianant,0,1,0,1,2,429546.37 ,4582303.61,2.15620503100590,41.3873325832293
2022S006851    ,2,Eixample,7,la Dreta de l'Eixample,31300,Diagonal / Bailèn                                 ,0136 0138,Dijous,2022,11,Novembre,10,6,Matí,No és causa del  vianant,0,1,0,1,2,430562.8  ,4583557.35,2.16821707299695,41.3987130788856
2022S001046    ,2,Eixample,7,la Dreta de l'Eixample,286504,Aragó / Roger de Flor                             ,0186 0186,Dilluns,2022,2,Febrer,21,12,Matí,No és causa del  vianant,0,1,0,1,2,430977.58 ,4583518.03,2.17318296284935,41.3983946796521
2022S005206    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,191204,Mallorca                                          ,0178 0178,Dimecres,2022,8,Agost,31,8,Matí,No és causa del  vianant,0,1,0,1,1,429578.29 ,4582508.79,2.15656290157620,41.3891833674871
2022S005505    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,169409,Corts Catalanes                                   ,0581 0581,Dimecres,2022,9,Setembre,14,14,Tarda,No és causa del  vianant,0,1,0,1,3,430060.94 ,4582076.48,2.16238522835915,41.3853318401072
2022S000459    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,169409,Corts Catalanes / Aribau                          ,0583 0583,Dimecres,2022,1,Gener,26,16,Tarda,No és causa del  vianant,0,1,0,1,2,430121.36 ,4582099.83,2.16310509863237,41.3855474013353
2022S002941    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,144601,Diagonal                                          ,0411 0411,Dilluns,2022,5,Maig,16,13,Matí,No és causa del  vianant,0,1,0,1,1,429408.57 ,4583157.34,2.15445743857738,41.3950097404662
2022S001783    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,350308,València / Casanova                               ,0143 0143,Dilluns,2022,3,Març,28,15,Tarda,No és causa del  vianant,0,1,0,1,2,429546.37 ,4582303.61,2.15620503100590,41.3873325832293
2022S006318    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell / Consell de Cent                  ,0108 0108,Dijous,2022,10,Octubre,20,12,Matí,No és causa del  vianant,0,1,0,1,2,429541.26 ,4581925.8 ,2.15618789521840,41.3839293274237
