Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal ,Descripcio_dia_setmana,Dia_setmana,Descripcio_tipus_dia,Any,Mes_ any,Nom_mes,Dia_mes,Descripcio_torn,Hora_dia,Descripcio_causa_vianant,Desc_Tipus_vehicle_implicat,Descripcio_sexe,Edat,Descripcio_tipus_persona,Descripcio_situacio,Descripcio_victimitzacio,Coordenada_UTM_X,Coordenada_UTM_Y,Longitud,Latitud
2017S007034    ,10,Sant Martí,71,Provençals del Poblenou,42306,Bilbao,0122 0122,Dijous,Dj,Laboral,2017,8,Agost,17,Matí,9,No és causa del  vianant,Motocicleta,Home,52,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"433071,54","4584452,13",2.19812,41.406984
2017S007035    ,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0081 0083,Dijous,Dj,Laboral,2017,8,Agost,17,Matí,11,No és causa del  vianant,Autobús,Dona,79,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"430805,99","4583463,54",2.171125,41.397884
2017S007036    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes,0658 0658,Dijous,Dj,Laboral,2017,8,Agost,17,Matí,11,No és causa del  vianant,Turisme,Dona,33,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"430773,28","4582700,97",2.170829,41.391009
2017S007037    ,8,Nou Barris,45,Porta,319002,Santanyí,0020 0026,Dimecres,Dc,Laboral,2017,8,Agost,16,Tarda,15,No és causa del  vianant,Ciclomotor,Home,45,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"431215,53","4587169,74",2.175607,41.431298
2017S007038    ,8,Nou Barris,44,Vilapicina i la Torre Llobeta,119003,Fabra i Puig,0249 0249,Dijous,Dj,Laboral,2017,8,Agost,17,Tarda,14,No és causa del  vianant,Motocicleta,Home,39,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"430971,32","4587051,29",2.172701,41.430214
2017S007039    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),0021S0000,Dijous,Dj,Laboral,2017,8,Agost,17,Tarda,14,No és causa del  vianant,Turisme,Dona,24,Conductor,Presentat,Ferit lleu: Rebutja assistència sanitària,"430855,98","4579978,8",2.172121,41.3665
2017S007039    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),0021S0000,Dijous,Dj,Laboral,2017,8,Agost,17,Tarda,14,No és causa del  vianant,Turisme,Dona,45,Passatger,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,"430855,98","4579978,8",2.172121,41.3665
2017S007039    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),0021S0000,Dijous,Dj,Laboral,2017,8,Agost,17,Tarda,14,No és causa del  vianant,Turisme,Home,43,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"430855,98","4579978,8",2.172121,41.3665
2017S007040    ,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0009 0009,Dijous,Dj,Laboral,2017,8,Agost,17,Tarda,16,No és causa del  vianant,Motocicleta,Dona,26,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"431407,89","4582847,85",2.178396,41.392388
2017S007041    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,144601,Diagonal,0240 0252,Dijous,Dj,Laboral,2017,8,Agost,17,Tarda,16,No és causa del  vianant,Ciclomotor,Home,27,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"432435,03","4584177,22",2.190542,41.404454
2017S007041    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,144601,Diagonal,0240 0252,Dijous,Dj,Laboral,2017,8,Agost,17,Tarda,16,No és causa del  vianant,Taxi,Dona,56,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"432435,03","4584177,22",2.190542,41.404454
2017S007042    ,6,Gràcia,28,Vallcarca i els Penitents,69200,Ca l'Alegre,0015 0015,Dijous,Dj,Laboral,2017,8,Agost,17,Tarda,14,No és causa del  vianant,Motocicleta,Dona,25,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"428143,61","4585642,23",2.139025,41.417276
2017S007043    ,3,Sants-Montjuïc,11,el Poble-sec,198804,Paral·lel,0097 0097,Dijous,Dj,Laboral,2017,8,Agost,17,Tarda,14,No és causa del  vianant,Ciclomotor,Home,29,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"430165,05","4580905,72",2.163765,41.37479
2017S007044    ,6,Gràcia,29,el Coll,230000,Mare de Déu del Coll,0086 0086,Dijous,Dj,Laboral,2017,8,Agost,17,Tarda,19,No és causa del  vianant,Ciclomotor,Desconegut,23,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"428878,79","4585713,29",2.147811,41.417981
2017S007045    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),1480000,Dijous,Dj,Laboral,2017,8,Agost,17,Tarda,18,No és causa del  vianant,Turisme,Dona,59,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"428915,66","4578173,61",2.149139,41.350074
2017S007045    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs),1480000,Dijous,Dj,Laboral,2017,8,Agost,17,Tarda,18,No és causa del  vianant,Turisme,Home,66,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"428915,66","4578173,61",2.149139,41.350074
2017S007046    ,10,Sant Martí,68,el Poblenou,701265,Litoral (Besòs),790000,Dijous,Dj,Laboral,2017,8,Agost,17,Tarda,19,No és causa del  vianant,Motocicleta,Dona,21,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"433485,25","4582893,36",2.203244,41.392977
2017S007046    ,10,Sant Martí,68,el Poblenou,701265,Litoral (Besòs),790000,Dijous,Dj,Laboral,2017,8,Agost,17,Tarda,19,No és causa del  vianant,Motocicleta,Home,27,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"433485,25","4582893,36",2.203244,41.392977
2017S007048    ,7,Horta-Guinardó,43,Horta,157308,Horta a Cerdanyola,1160000,Dijous,Dj,Laboral,2017,8,Agost,17,Tarda,21,No és causa del  vianant,Motocicleta,Home,21,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"429350,33","4587796,83",2.153215,41.436783
2017S007049    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,701266,Litoral (Llobregat),840000,Dijous,Dj,Laboral,2017,8,Agost,17,Tarda,21,No és causa del  vianant,Motocicleta,Home,22,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"433114,82","4582556,54",2.198844,41.389911
2017S007050    ,6,Gràcia,31,la Vila de Gràcia,109203,Encarnació,0073 0075,Dijous,Dj,Laboral,2017,8,Agost,17,Nit,22,No és causa del  vianant,Motocicleta,Home,43,Conductor,Presentat,Ferit greu: hospitalització superior a 24h,"429984,49","4584502,45",2.161184,41.407171
2017S007050    ,6,Gràcia,31,la Vila de Gràcia,109203,Encarnació,0073 0075,Dijous,Dj,Laboral,2017,8,Agost,17,Nit,22,No és causa del  vianant,Motocicleta,Home,45,Conductor,Presentat,Ferit greu: hospitalització superior a 24h,"429984,49","4584502,45",2.161184,41.407171
2017S007051    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701265,Litoral (Besòs),610000,Dijous,Dj,Laboral,2017,8,Agost,17,Nit,23,No és causa del  vianant,Furgoneta,Home,41,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"434671,16","4584250,42",2.217283,41.405296
2017S007052    ,8,Nou Barris,44,Vilapicina i la Torre Llobeta,45701,Borbó,0021 0023,Divendres,Dv,Laboral,2017,8,Agost,18,Nit,0,No és causa del  vianant,Ciclomotor,Dona,23,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"431148,82","4586784,76",2.174849,41.427825
2017S007053    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701268,Dalt (Llobregat),800000,Divendres,Dv,Laboral,2017,8,Agost,18,Nit,0,No és causa del  vianant,Turisme,Desconegut,Desconegut,Passatger,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,"426784,38","4584603,63",2.122891,41.407795
2017S007053    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701268,Dalt (Llobregat),800000,Divendres,Dv,Laboral,2017,8,Agost,18,Nit,0,No és causa del  vianant,Turisme,Dona,41,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"426784,38","4584603,63",2.122891,41.407795
2017S007054    ,9,Sant Andreu,60,Sant Andreu,314100,Santa Coloma,0040U0040U,Divendres,Dv,Laboral,2017,8,Agost,18,Nit,2,No és causa del  vianant,Turisme,Dona,18,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"432626,74","4588760,66",2.192316,41.445747
2017S007054    ,9,Sant Andreu,60,Sant Andreu,314100,Santa Coloma,0040U0040U,Divendres,Dv,Laboral,2017,8,Agost,18,Nit,2,No és causa del  vianant,Turisme,Dona,20,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"432626,74","4588760,66",2.192316,41.445747
2017S007054    ,9,Sant Andreu,60,Sant Andreu,314100,Santa Coloma,0040U0040U,Divendres,Dv,Laboral,2017,8,Agost,18,Nit,2,No és causa del  vianant,Turisme,Dona,21,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"432626,74","4588760,66",2.192316,41.445747
2017S007054    ,9,Sant Andreu,60,Sant Andreu,314100,Santa Coloma,0040U0040U,Divendres,Dv,Laboral,2017,8,Agost,18,Nit,2,No és causa del  vianant,Turisme,Dona,43,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"432626,74","4588760,66",2.192316,41.445747
2017S007055    ,7,Horta-Guinardó,37,el Carmel,101201,Doctor Bové,0049 0049,Divendres,Dv,Laboral,2017,8,Agost,18,Matí,7,No és causa del  vianant,"Camió rígid > 3,5 tones",Home,40,Vianant,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,"430162,56","4586022,78",2.163138,41.420877
2017S007056    ,2,Eixample,9,la Nova Esquerra de l'Eixample,245802,París,0050 0050,Divendres,Dv,Laboral,2017,8,Agost,18,Matí,8,No és causa del  vianant,Furgoneta,Home,67,Conductor,Presentat,Ferit lleu: Rebutja assistència sanitària,"428494,72","4582195,29",2.143632,41.386261
2017S007057    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,289105,Rosselló,0160 0160,Divendres,Dv,Laboral,2017,8,Agost,18,Matí,12,No és causa del  vianant,Motocicleta,Home,30,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"429454,1","4582753,98",2.155048,41.391372
2017S007058    ,3,Sants-Montjuïc,15,Hostafrancs,37601,Béjar,0077 0077,Divendres,Dv,Laboral,2017,8,Agost,18,Matí,13,No és causa del  vianant,Motocicleta,Dona,29,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"428523,99","4581307,27",2.144084,41.378266
2017S007058    ,3,Sants-Montjuïc,15,Hostafrancs,37601,Béjar,0077 0077,Divendres,Dv,Laboral,2017,8,Agost,18,Matí,13,No és causa del  vianant,Motocicleta,Home,37,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"428523,99","4581307,27",2.144084,41.378266
2017S007059    ,1,Ciutat Vella,3,la Barceloneta,701265,Litoral (Besòs),970000,Divendres,Dv,Laboral,2017,8,Agost,18,Tarda,14,No és causa del  vianant,Taxi,Home,44,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"432115,47","4581735,28",2.186988,41.382432
2017S007060    ,2,Eixample,6,la Sagrada Família,350308,València,0391 0391,Dijous,Dj,Laboral,2017,8,Agost,17,Tarda,15,No és causa del  vianant,Turisme,Home,24,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"431047,83","4583791,85",2.173982,41.400859
2017S007061    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Comte d'Urgell,0234 0234,Divendres,Dv,Laboral,2017,8,Agost,18,Tarda,15,No és causa del  vianant,Motocicleta,Home,41,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"428937,5","4582565,1",2.148887,41.389633
2017S007062    ,2,Eixample,6,la Sagrada Família,350308,València,0417 0417,Divendres,Dv,Laboral,2017,8,Agost,18,Tarda,16,No és causa del  vianant,Motocicleta,Dona,39,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"431143,86","4583889,64",2.175119,41.40175
2017S007063    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,191204,Mallorca,0115 0123,Divendres,Dv,Laboral,2017,8,Agost,18,Tarda,17,No és causa del  vianant,Motocicleta,Dona,44,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"429284,77","4582250,13",2.153074,41.386827
2017S007064    ,3,Sants-Montjuïc,18,Sants,296406,Sant Antoni,0049X0049X,Divendres,Dv,Laboral,2017,8,Agost,18,Tarda,16,No és causa del  vianant,Ciclomotor,Home,44,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"428049,61","4581343,13",2.138412,41.378548
2017S007065    ,4,Les Corts,21,Pedralbes,333400,González Tablas,0030 0030,Divendres,Dv,Laboral,2017,8,Agost,18,Tarda,17,No és causa del  vianant,Motocicleta,Home,21,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"425414,28","4582304,26",2.106785,41.386963
2017S007066    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,363809,Villarroel,0070 0070,Dimecres,Dc,Laboral,2017,8,Agost,16,Matí,12,No és causa del  vianant,Furgoneta,Dona,59,Vianant,Desconegut,Ferit lleu: Hospitalització fins a 24h,"429756,8","4581912,77",2.158758,41.383824
2017S007067    ,1,Ciutat Vella,1,el Raval,16601,Àngels,0005 0006,Divendres,Dv,Laboral,2017,8,Agost,18,Tarda,16,No és causa del  vianant,Motocicleta,Dona,28,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"430502,51","4581783,31",2.167694,41.382727
2017S007068    ,7,Horta-Guinardó,38,la Teixonera,701268,Dalt (Llobregat),1060000,Divendres,Dv,Laboral,2017,8,Agost,18,Tarda,18,No és causa del  vianant,Taxi,Dona,88,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"428432,21","4586453,46",2.142387,41.424606
2017S007068    ,7,Horta-Guinardó,38,la Teixonera,701268,Dalt (Llobregat),1060000,Divendres,Dv,Laboral,2017,8,Agost,18,Tarda,18,No és causa del  vianant,Taxi,Dona,89,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"428432,21","4586453,46",2.142387,41.424606
2017S007068    ,7,Horta-Guinardó,38,la Teixonera,701268,Dalt (Llobregat),1060000,Divendres,Dv,Laboral,2017,8,Agost,18,Tarda,18,No és causa del  vianant,Taxi,Home,45,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"428432,21","4586453,46",2.142387,41.424606
2017S007068    ,7,Horta-Guinardó,38,la Teixonera,701268,Dalt (Llobregat),1060000,Divendres,Dv,Laboral,2017,8,Agost,18,Tarda,18,No és causa del  vianant,Turisme,Home,38,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"428432,21","4586453,46",2.142387,41.424606
2017S007069    ,7,Horta-Guinardó,33,el Baix Guinardó,178308,Lepant,0413 0415,Dijous,Dj,Laboral,2017,8,Agost,17,Tarda,19,No és causa del  vianant,Taxi,Dona,22,Vianant,Desconegut,Ferit lleu: Rebutja assistència sanitària,"430461,05","4585007,65",2.166833,41.411761
2017S007070    ,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0363 0363,Divendres,Dv,Laboral,2017,8,Agost,18,Tarda,20,No és causa del  vianant,Turisme,Dona,85,Vianant,Desconegut,Ferit lleu: Hospitalització fins a 24h,430127,"4583391,06",2.163023,41.397177
2017S007071    ,2,Eixample,7,la Dreta de l'Eixample,359404,Cinc d'Oros,9999 9999,Divendres,Dv,Laboral,2017,8,Agost,18,Tarda,16,No és causa del  vianant,Motocicleta,Desconegut,49,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"429831,27","4583317,43",2.159492,41.396485
2017S007072    ,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0422 0422,Divendres,Dv,Laboral,2017,8,Agost,18,Nit,23,No és causa del  vianant,Motocicleta,Desconegut,29,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"430094,01","4583434,04",2.162624,41.397561
2017S007072    ,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0422 0422,Divendres,Dv,Laboral,2017,8,Agost,18,Nit,23,No és causa del  vianant,Motocicleta,Dona,26,Passatger,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,"430094,01","4583434,04",2.162624,41.397561
2017S007073    ,2,Eixample,6,la Sagrada Família,144601,Diagonal,0310 0310,Dissabte,Ds,Laboral,2017,8,Agost,19,Nit,1,No és causa del  vianant,Motocicleta,Dona,23,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"431224,71","4583797,6",2.176099,41.400928
2017S007073    ,2,Eixample,6,la Sagrada Família,144601,Diagonal,0310 0310,Dissabte,Ds,Laboral,2017,8,Agost,19,Nit,1,No és causa del  vianant,Motocicleta,Home,26,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"431224,71","4583797,6",2.176099,41.400928
2017S007073    ,2,Eixample,6,la Sagrada Família,144601,Diagonal,0310 0310,Dissabte,Ds,Laboral,2017,8,Agost,19,Nit,1,No és causa del  vianant,Taxi,Home,37,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"431224,71","4583797,6",2.176099,41.400928
2017S007074    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,191204,Mallorca,0115 0123,Dissabte,Ds,Laboral,2017,8,Agost,19,Nit,2,No és causa del  vianant,Ciclomotor,Dona,27,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"429284,77","4582250,13",2.153074,41.386827
2017S007077    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,62609,Icària,0112 0112,Dissabte,Ds,Laboral,2017,8,Agost,19,Matí,8,Desobeir el senyal del semàfor,Turisme,Home,49,Vianant,Desconegut,Ferit lleu: Hospitalització fins a 24h,"432704,65","4582393,19",2.193959,41.388408
2017S007078    ,7,Horta-Guinardó,36,la Font d'en Fargues,19100,Arbós,0008 0008,Dissabte,Ds,Laboral,2017,8,Agost,19,Matí,12,No és causa del  vianant,Motocicleta,Home,35,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"429787,06","4586114,7",2.15864,41.421672
2017S007078    ,7,Horta-Guinardó,36,la Font d'en Fargues,19100,Arbós,0008 0008,Dissabte,Ds,Laboral,2017,8,Agost,19,Matí,12,No és causa del  vianant,Motocicleta,Home,45,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"429787,06","4586114,7",2.15864,41.421672
2017S007079    ,3,Sants-Montjuïc,17,Sants - Badal,328808,Sugranyes,0032 0032,Dissabte,Ds,Laboral,2017,8,Agost,19,Matí,13,No és causa del  vianant,Turisme,Dona,84,Vianant,Desconegut,Ferit lleu: Hospitalització fins a 24h,"427182,1","4580881,48",2.1281,41.374309
2017S007080    ,2,Eixample,7,la Dreta de l'Eixample,268003,Provença,0343 0343,Dissabte,Ds,Laboral,2017,8,Agost,19,Matí,13,No és causa del  vianant,Motocicleta,Dona,44,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"430562,9","4583694,59",2.168192,41.399944
2017S007081    ,7,Horta-Guinardó,43,Horta,701080,Estatut,0001X0001X,Dissabte,Ds,Laboral,2017,8,Agost,19,Tarda,16,No és causa del  vianant,Motocicleta,Home,46,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"429562,71","4587046,77",2.155839,41.430047
2017S007082    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,700650,Carles Riba,0010 0012,Dissabte,Ds,Laboral,2017,8,Agost,19,Tarda,17,No és causa del  vianant,Turisme,Dona,83,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"427026,61","4585095,55",2.125726,41.412249
2017S007083    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0521 0521,Dissabte,Ds,Laboral,2017,8,Agost,19,Tarda,20,No és causa del  vianant,Motocicleta,Dona,62,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"429697,48","4581720,28",2.158074,41.382089
2017S007083    ,2,Eixample,9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0521 0521,Dissabte,Ds,Laboral,2017,8,Agost,19,Tarda,20,No és causa del  vianant,Motocicleta,Home,63,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"429697,48","4581720,28",2.158074,41.382089
2017S007085    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,32700,Balmes,0149 0149,Dissabte,Ds,Laboral,2017,8,Agost,19,Tarda,20,No és causa del  vianant,Motocicleta,Home,20,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"429526,48","4583076,64",2.155871,41.394287
2017S007086    ,10,Sant Martí,68,el Poblenou,700654,Litoral,0045 0057,Diumenge,Dg,Laboral,2017,8,Agost,20,Nit,2,No és causa del  vianant,Motocicleta,Home,36,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"433582,9","4582870,5",2.204407,41.392778
2017S007087    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,289105,Rosselló,0381 0381,Diumenge,Dg,Laboral,2017,8,Agost,20,Nit,0,No és causa del  vianant,Ciclomotor,Dona,23,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"430747,76","4584060,34",2.170363,41.403256
2017S007087    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,289105,Rosselló,0381 0381,Diumenge,Dg,Laboral,2017,8,Agost,20,Nit,0,No és causa del  vianant,Ciclomotor,Home,26,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"430747,76","4584060,34",2.170363,41.403256
2017S007088    ,1,Ciutat Vella,2,el Barri Gòtic,701266,Litoral (Llobregat),1010000,Diumenge,Dg,Laboral,2017,8,Agost,20,Matí,7,No és causa del  vianant,Motocicleta,Home,23,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"431758,8","4581564,54",2.182738,41.380862
2017S007089    ,2,Eixample,9,la Nova Esquerra de l'Eixample,350308,València,0002 0002,Diumenge,Dg,Laboral,2017,8,Agost,20,Matí,8,No és causa del  vianant,Ciclomotor,Dona,33,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"428623,63","4581384,89",2.145271,41.378969
2017S007090    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,18505,Aragó,0172 0172,Diumenge,Dg,Laboral,2017,8,Agost,20,Matí,8,No és causa del  vianant,Motocicleta,Home,63,Conductor,Presentat,Ferit greu: hospitalització superior a 24h,"429632,76","4582183,94",2.157243,41.386254
2017S007091    ,6,Gràcia,31,la Vila de Gràcia,90502,Còrsega,0323 0325,Diumenge,Dg,Laboral,2017,8,Agost,20,Tarda,14,No és causa del  vianant,Motocicleta,Desconegut,32,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"429865,11","4583383,25",2.159891,41.397082
2017S007091    ,6,Gràcia,31,la Vila de Gràcia,90502,Còrsega,0323 0325,Diumenge,Dg,Laboral,2017,8,Agost,20,Tarda,14,No és causa del  vianant,Motocicleta,Dona,24,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"429865,11","4583383,25",2.159891,41.397082
2017S007092    ,8,Nou Barris,53,la Trinitat Nova,4409,Aiguablava,0010X0010X,Diumenge,Dg,Laboral,2017,8,Agost,20,Matí,13,No és causa del  vianant,Autobús,Dona,57,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"431652,36","4588922,96",2.180639,41.447124
2017S007093    ,10,Sant Martí,71,Provençals del Poblenou,115603,Espronceda,0140X0140X,Diumenge,Dg,Laboral,2017,8,Agost,20,Tarda,14,No és causa del  vianant,Bicicleta,Home,45,Conductor,Presentat,Ferit greu: hospitalització superior a 24h,"433390,34","4584498,74",2.201931,41.407425
2017S007094    ,4,Les Corts,19,les Corts,88001,Comtes de Bell-lloc,0144 0148,Diumenge,Dg,Laboral,2017,8,Agost,20,Tarda,14,No és causa del  vianant,Motocicleta,Dona,21,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"427870,73","4581760,61",2.136222,41.382288
2017S007094    ,4,Les Corts,19,les Corts,88001,Comtes de Bell-lloc,0144 0148,Diumenge,Dg,Laboral,2017,8,Agost,20,Tarda,14,No és causa del  vianant,Motocicleta,Home,21,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"427870,73","4581760,61",2.136222,41.382288
2017S007094    ,4,Les Corts,19,les Corts,88001,Comtes de Bell-lloc,0144 0148,Diumenge,Dg,Laboral,2017,8,Agost,20,Tarda,14,No és causa del  vianant,Motocicleta,Home,35,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"427870,73","4581760,61",2.136222,41.382288
2017S007095    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,177906,Lleó XIII,0013B0013B,Diumenge,Dg,Laboral,2017,8,Agost,20,Tarda,19,No és causa del  vianant,Motocicleta,Home,42,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"427991,18","4585017,47",2.137281,41.411633
2017S007096    ,6,Gràcia,30,la Salut,209707,Mercedes,0001 0003,Diumenge,Dg,Laboral,2017,8,Agost,20,Tarda,16,Altres,Turisme,Home,7,Vianant,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,"429271,71","4585024,42",2.152594,41.41181
2017S007097    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",271100,Pujades,0008 0008,Diumenge,Dg,Laboral,2017,8,Agost,20,Tarda,18,No és causa del  vianant,Autobús,Dona,76,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"431796,53","4582392,39",2.183099,41.388323
2017S007098    ,3,Sants-Montjuïc,11,el Poble-sec,701266,Litoral (Llobregat),1290000,Dilluns,Dl,Laboral,2017,8,Agost,21,Matí,8,No és causa del  vianant,Turisme,Dona,43,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"430583,49","4579502,49",2.168924,41.362189
2017S007098    ,3,Sants-Montjuïc,11,el Poble-sec,701266,Litoral (Llobregat),1290000,Dilluns,Dl,Laboral,2017,8,Agost,21,Matí,8,No és causa del  vianant,Turisme,Home,49,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"430583,49","4579502,49",2.168924,41.362189
2017S007099    ,1,Ciutat Vella,3,la Barceloneta,701266,Litoral (Llobregat),890000,Dilluns,Dl,Laboral,2017,8,Agost,21,Matí,7,No és causa del  vianant,Bicicleta,Dona,30,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"432755,23","4582208,23",2.194589,41.386746
2017S007100    ,1,Ciutat Vella,1,el Raval,34308,Rambla,0111 0111,Dilluns,Dl,Laboral,2017,8,Agost,21,Matí,10,No és causa del  vianant,Turisme,Home,36,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"430772,09","4581908,22",2.170908,41.383876
2017S007101    ,9,Sant Andreu,57,la Trinitat Vella,10106,Almassora,0009 0009,Dilluns,Dl,Laboral,2017,8,Agost,21,Matí,11,No és causa del  vianant,Turisme,Home,71,Vianant,Desconegut,Ferit lleu: Hospitalització fins a 24h,"432406,36","4589405,72",2.18961,41.451538
