Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal ,Descripcio_dia_setmana,Dia_setmana,Descripcio_tipus_dia,Any,Mes_ any,Nom_mes,Dia_mes,Descripcio_torn,Hora_dia,Descripcio_causa_vianant,Desc_Tipus_vehicle_implicat,Descripcio_sexe,Edat,Descripcio_tipus_persona,Descripcio_situacio,Descripcio_victimitzacio,Coordenada_UTM_X,Coordenada_UTM_Y,Longitud,Latitud
2017S008538    ,8,Nou Barris,44,Vilapicina i la Torre Llobeta,209900,Meridiana,0359 0361,Dimarts,Dm,Laboral,2017,10,Octubre,17,Tarda,14,No és causa del  vianant,Motocicleta,Home,44,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"431921,22","4586822,58",2.184096,41.428233
2017S008539    ,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,0008 0008,Dimarts,Dm,Laboral,2017,10,Octubre,17,Matí,13,No és causa del  vianant,Autobús,Dona,30,Passatger,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,"431151,66","4583053,71",2.17531,41.394221
2017S008539    ,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,0008 0008,Dimarts,Dm,Laboral,2017,10,Octubre,17,Matí,13,No és causa del  vianant,Autobús,Home,49,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"431151,66","4583053,71",2.17531,41.394221
2017S008539    ,2,Eixample,7,la Dreta de l'Eixample,335100,Tetuan,0008 0008,Dimarts,Dm,Laboral,2017,10,Octubre,17,Matí,13,No és causa del  vianant,Autobús,Home,68,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"431151,66","4583053,71",2.17531,41.394221
2017S008540    ,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes,0814 0814,Dimarts,Dm,Laboral,2017,10,Octubre,17,Tarda,16,No és causa del  vianant,Ciclomotor,Home,33,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"431856,51","4583752,01",2.183664,41.400577
2017S008541    ,7,Horta-Guinardó,43,Horta,235503,Porto,0014 0014,Dimarts,Dm,Laboral,2017,10,Octubre,17,Matí,13,No és causa del  vianant,Motocicleta,Home,27,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"429650,97","4587035,58",2.156894,41.429956
2017S008542    ,2,Eixample,9,la Nova Esquerra de l'Eixample,361406,Viladomat,0155B0155B,Dimarts,Dm,Laboral,2017,10,Octubre,17,Tarda,18,No és causa del  vianant,Motocicleta,Home,35,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"429352,4","4581714,29",2.153949,41.382005
2017S008543    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,180,A Zona Franca,0115 0115,Dimarts,Dm,Laboral,2017,10,Octubre,17,Tarda,18,No és causa del  vianant,Turisme,Home,37,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"428683,39","4577714,39",2.14642,41.345919
2017S008544    ,2,Eixample,10,Sant Antoni,296508,Sant Antoni,0037 0037,Dimarts,Dm,Laboral,2017,10,Octubre,17,Matí,12,No és causa del  vianant,Ciclomotor,Home,40,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"430142,66","4581745,5",2.163393,41.382353
2017S008545    ,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0309 0309,Dimarts,Dm,Laboral,2017,10,Octubre,17,Matí,12,No és causa del  vianant,Motocicleta,Dona,17,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"430957,3","4583656,89",2.172921,41.399636
2017S008545    ,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0309 0309,Dimarts,Dm,Laboral,2017,10,Octubre,17,Matí,12,No és causa del  vianant,Motocicleta,Home,55,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"430957,3","4583656,89",2.172921,41.399636
2017S008546    ,9,Sant Andreu,58,Baró de Viver,701631,Pilar Miró,0003X0003X,Dimarts,Dm,Laboral,2017,10,Octubre,17,Tarda,19,No és causa del  vianant,Turisme,Dona,34,Passatger,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,"433390,85","4589015,7",2.201433,41.448108
2017S008546    ,9,Sant Andreu,58,Baró de Viver,701631,Pilar Miró,0003X0003X,Dimarts,Dm,Laboral,2017,10,Octubre,17,Tarda,19,No és causa del  vianant,Turisme,Home,51,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"433390,85","4589015,7",2.201433,41.448108
2017S008547    ,3,Sants-Montjuïc,13,la Marina de Port,700796,Jocs del 92,0007 0007,Dimarts,Dm,Laboral,2017,10,Octubre,17,Tarda,19,No és causa del  vianant,Turisme,Dona,42,Passatger,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,"428714,56","4579589,07",2.14657,41.36281
2017S008548    ,3,Sants-Montjuïc,16,la Bordeta,160903,Ildefons Cerdà,0007 0007,Dimarts,Dm,Laboral,2017,10,Octubre,17,Tarda,20,No és causa del  vianant,Motocicleta,Home,27,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"427810,63","4579885,35",2.135727,41.365395
2017S008548    ,3,Sants-Montjuïc,16,la Bordeta,160903,Ildefons Cerdà,0007 0007,Dimarts,Dm,Laboral,2017,10,Octubre,17,Tarda,20,No és causa del  vianant,Turisme,Dona,40,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"427810,63","4579885,35",2.135727,41.365395
2017S008550    ,2,Eixample,10,Sant Antoni,362001,Vilamarí,0021 0021,Dimarts,Dm,Laboral,2017,10,Octubre,17,Tarda,21,No és causa del  vianant,Motocicleta,Home,46,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"429244,67","4581057,3",2.152735,41.376078
2017S008551    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,28000,Augusta,0229 0233,Dimarts,Dm,Laboral,2017,10,Octubre,17,Tarda,20,Creuar per fora pas de vianants,Turisme,Home,69,Vianant,Desconegut,Ferit greu: hospitalització superior a 24h,"427895,22","4583465,76",2.136317,41.397646
2017S008552    ,7,Horta-Guinardó,38,la Teixonera,230000,Mare de Déu del Coll,0127 0127,Dimarts,Dm,Laboral,2017,10,Octubre,17,Tarda,21,No és causa del  vianant,Turisme,Dona,20,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"429107,54","4586140,16",2.150501,41.421847
2017S008553    ,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent,0377 0377,Dimarts,Dm,Laboral,2017,10,Octubre,17,Tarda,20,No és causa del  vianant,Motocicleta,Home,33,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"430625,86","4583004,38",2.169025,41.393735
2017S008554    ,9,Sant Andreu,63,Navas,43900,Bofarull,0050 0050,Dimarts,Dm,Laboral,2017,10,Octubre,17,Tarda,20,No és causa del  vianant,Bicicleta,Desconegut,24,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"432324,57","4585728,16",2.189041,41.418414
2017S008555    ,6,Gràcia,31,la Vila de Gràcia,148307,Gràcia,0112 0112,Dimarts,Dm,Laboral,2017,10,Octubre,17,Nit,22,No és causa del  vianant,Motocicleta,Dona,29,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"429825,76","4583374,37",2.159413,41.396998
2017S008556    ,10,Sant Martí,70,el Besòs i el Maresme,266405,Prim,0107 0107,Dimarts,Dm,Laboral,2017,10,Octubre,17,Tarda,21,No és causa del  vianant,Bicicleta,Home,46,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"434082,54","4585653,27",2.210084,41.417885
2017S008557    ,6,Gràcia,31,la Vila de Gràcia,144601,Diagonal,0452 0454,Dimarts,Dm,Laboral,2017,10,Octubre,17,Nit,22,No és causa del  vianant,Motocicleta,Home,40,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"429685,23","4583301,92",2.157747,41.396328
2017S008558    ,3,Sants-Montjuïc,11,el Poble-sec,86902,Nou de la Rambla,0126 0126,Dimarts,Dm,Laboral,2017,10,Octubre,17,Nit,23,No és causa del  vianant,Bicicleta,Dona,32,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"430577,24","4580793,38",2.168704,41.373817
2017S008558    ,3,Sants-Montjuïc,11,el Poble-sec,86902,Nou de la Rambla,0126 0126,Dimarts,Dm,Laboral,2017,10,Octubre,17,Nit,23,No és causa del  vianant,Bicicleta,Home,33,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"430577,24","4580793,38",2.168704,41.373817
2017S008559    ,6,Gràcia,31,la Vila de Gràcia,144601,Diagonal,0478 0480,Dimecres,Dc,Laboral,2017,10,Octubre,18,Nit,5,No és causa del  vianant,Motocicleta,Home,43,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"429530,55","4583251,87",2.155899,41.395864
2017S008562    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701268,Dalt (Llobregat),800000,Dimecres,Dc,Laboral,2017,10,Octubre,18,Matí,7,No és causa del  vianant,Motocicleta,Home,55,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"426784,38","4584603,63",2.122891,41.407795
2017S008563    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,226400,Las Navas de Tolosa,0293 0293,Dimecres,Dc,Laboral,2017,10,Octubre,18,Matí,7,No és causa del  vianant,Motocicleta,Home,46,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"432113,76","4585394,94",2.186554,41.415388
2017S008564    ,4,Les Corts,21,Pedralbes,169023,Jordi Girona,0001 0003,Dimecres,Dc,Laboral,2017,10,Octubre,18,Matí,8,No és causa del  vianant,Turisme,Home,37,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"425885,48","4582337,13",2.112414,41.387304
2017S008564    ,4,Les Corts,21,Pedralbes,169023,Jordi Girona,0001 0003,Dimecres,Dc,Laboral,2017,10,Octubre,18,Matí,8,No és causa del  vianant,Turisme,Home,60,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"425885,48","4582337,13",2.112414,41.387304
2017S008565    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,363809,Villarroel,0117 0117,Dimecres,Dc,Laboral,2017,10,Octubre,18,Matí,9,No és causa del  vianant,Motocicleta,Dona,44,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"429523,46","4582120,52",2.155947,41.385677
2017S008566    ,10,Sant Martí,68,el Poblenou,148704,Ciutat de Granada,0029 0029,Dimecres,Dc,Laboral,2017,10,Octubre,18,Matí,9,No és causa del  vianant,Taxi,Home,39,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"433171,61","4583349,61",2.199438,41.397058
2017S008566    ,10,Sant Martí,68,el Poblenou,148704,Ciutat de Granada,0029 0029,Dimecres,Dc,Laboral,2017,10,Octubre,18,Matí,9,No és causa del  vianant,Turisme,Dona,32,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"433171,61","4583349,61",2.199438,41.397058
2017S008566    ,10,Sant Martí,68,el Poblenou,148704,Ciutat de Granada,0029 0029,Dimecres,Dc,Laboral,2017,10,Octubre,18,Matí,9,No és causa del  vianant,Turisme,Dona,36,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"433171,61","4583349,61",2.199438,41.397058
2017S008567    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,367504,Doctor Trueta,0118 0118,Dimecres,Dc,Laboral,2017,10,Octubre,18,Matí,8,No és causa del  vianant,Motocicleta,Home,47,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"433063,33","4583067,41",2.198178,41.394509
2017S008568    ,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris,0179 0179,Dimecres,Dc,Laboral,2017,10,Octubre,18,Matí,9,No és causa del  vianant,Motocicleta,Dona,55,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"430058,66","4583293,97",2.162209,41.396288
2017S008569    ,2,Eixample,7,la Dreta de l'Eixample,74506,Catalunya,0060 0060,Dimecres,Dc,Laboral,2017,10,Octubre,18,Matí,10,No és causa del  vianant,Motocicleta,Dona,30,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"430155,81","4582745,98",2.163433,41.391361
2017S008570    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,28000,Augusta,0017 0019,Dimecres,Dc,Laboral,2017,10,Octubre,18,Matí,8,No és causa del  vianant,Motocicleta,Home,46,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"429419,61","4583370,21",2.154557,41.396926
2017S008571    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,103502,Doctor Roux,0027 0027,Dimecres,Dc,Laboral,2017,10,Octubre,18,Matí,11,No és causa del  vianant,Taxi,Desconegut,96,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"427549,57","4583231,89",2.132207,41.395508
2017S008572    ,1,Ciutat Vella,2,el Barri Gòtic,18006,Antonio López,0001 0001,Dimecres,Dc,Laboral,2017,10,Octubre,18,Matí,8,No és causa del  vianant,Bicicleta,Dona,56,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"431647,7","4581639,55",2.181402,41.381528
2017S008573    ,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia,0099 0099,Dimecres,Dc,Laboral,2017,10,Octubre,18,Matí,8,No és causa del  vianant,Motocicleta,Home,37,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"429911,9","4583187,83",2.160463,41.395321
2017S008574    ,7,Horta-Guinardó,41,la Vall d'Hebron,352507,Vall d'Hebron,0202 0202,Dimecres,Dc,Laboral,2017,10,Octubre,18,Matí,8,No és causa del  vianant,Motocicleta,Dona,40,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"428713,22","4587166,38",2.145665,41.431053
2017S008575    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,286504,Roger de Flor,0316 0316,Dimecres,Dc,Laboral,2017,10,Octubre,18,Matí,12,No és causa del  vianant,Ciclomotor,Home,18,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"430321,84","4584211,96",2.165249,41.404579
2017S008576    ,9,Sant Andreu,58,Baró de Viver,314100,Santa Coloma,0114X0114X,Dimecres,Dc,Laboral,2017,10,Octubre,18,Matí,12,No és causa del  vianant,Motocicleta,Home,22,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"433314,11","4589072,78",2.200517,41.448615
2017S008577    ,7,Horta-Guinardó,37,el Carmel,85900,Conca de Tremp,0036 0036,Dimecres,Dc,Laboral,2017,10,Octubre,18,Matí,12,No és causa del  vianant,Autobús,Dona,20,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"429583,31","4586222,09",2.156187,41.422627
2017S008578    ,3,Sants-Montjuïc,17,Sants - Badal,312400,Sants,0305 0305,Dimecres,Dc,Laboral,2017,10,Octubre,18,Matí,13,No és causa del  vianant,Motocicleta,Dona,52,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"427224,08","4581007,89",2.128587,41.375448
2017S008579    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",90900,Corders,0003 0003,Dilluns,Dl,Laboral,2017,10,Octubre,16,Matí,11,No és causa del  vianant,"Camió rígid <= 3,5 tones",Home,47,Vianant,Desconegut,Ferit lleu: Hospitalització fins a 24h,"431486,43","4582063,96",2.179429,41.385333
2017S008580    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,101008,Tibidabo,0038 0040,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,14,No és causa del  vianant,Turisme,Dona,31,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"427737,25","4585318,06",2.134206,41.414321
2017S008580    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,101008,Tibidabo,0038 0040,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,14,No és causa del  vianant,Turisme,Dona,34,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"427737,25","4585318,06",2.134206,41.414321
2017S008581    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701629,Isaac Newton,0038U0038U,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,15,No és causa del  vianant,Turisme,Dona,36,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"427572,31","4585300,94",2.132234,41.414144
2017S008581    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701629,Isaac Newton,0038U0038U,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,15,No és causa del  vianant,Turisme,Dona,51,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"427572,31","4585300,94",2.132234,41.414144
2017S008581    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701629,Isaac Newton,0038U0038U,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,15,No és causa del  vianant,Turisme,Home,48,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"427572,31","4585300,94",2.132234,41.414144
2017S008582    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701266,Litoral (Llobregat),1760000,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,14,No és causa del  vianant,Turisme,Dona,28,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"426653,27","4577115,22",2.12223,41.340342
2017S008583    ,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell,0143 0143,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,15,No és causa del  vianant,Motocicleta,Home,37,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"429214,14","4582237,64",2.152238,41.386703
2017S008584    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,209900,Meridiana,0117B0117B,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,14,No és causa del  vianant,Motocicleta,Home,33,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"432100,43","4584633,9",2.186484,41.408533
2017S008585    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,28000,Augusta,0251 0251,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,14,No és causa del  vianant,Turisme,Dona,38,Passatger,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,"427645,35","4583468,58",2.133327,41.397651
2017S008585    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,28000,Augusta,0251 0251,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,14,No és causa del  vianant,Turisme,Home,28,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"427645,35","4583468,58",2.133327,41.397651
2017S008586    ,2,Eixample,9,la Nova Esquerra de l'Eixample,18505,Aragó,0119 0119,Dimecres,Dc,Laboral,2017,10,Octubre,18,Matí,13,No és causa del  vianant,Turisme,Home,74,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"429274,5","4581866,63",2.152999,41.383367
2017S008587    ,2,Eixample,7,la Dreta de l'Eixample,148307,Gràcia,0061 0061,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,14,No és causa del  vianant,Ciclomotor,Dona,21,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"430144,52","4582932,76",2.16328,41.393044
2017S008588    ,8,Nou Barris,52,la Prosperitat,120807,Favència,0424X0424X,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,16,No és causa del  vianant,Motocicleta,Dona,19,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"431972,77","4588851,25",2.184477,41.446512
2017S008589    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó,0253 0253,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,16,No és causa del  vianant,Motocicleta,Home,27,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"430170,5","4582751,47",2.163612,41.391417
2017S008590    ,2,Eixample,5,el Fort Pienc,76807,Sardenya,0147B0147B,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,14,No és causa del  vianant,Motocicleta,Home,35,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"431724,24","4583310,98",2.182135,41.396585
2017S008591    ,7,Horta-Guinardó,35,el Guinardó,194406,Maragall,0059 0061,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,17,No és causa del  vianant,Taxi,Dona,40,Passatger,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,"431583,84","4585532,75",2.180197,41.416586
2017S008591    ,7,Horta-Guinardó,35,el Guinardó,194406,Maragall,0059 0061,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,17,No és causa del  vianant,Taxi,Home,37,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"431583,84","4585532,75",2.180197,41.416586
2017S008591    ,7,Horta-Guinardó,35,el Guinardó,194406,Maragall,0059 0061,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,17,No és causa del  vianant,Turisme,Dona,38,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"431583,84","4585532,75",2.180197,41.416586
2017S008592    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca,0010 0010,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,17,No és causa del  vianant,Ciclomotor,Home,50,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"429004,53","4584631,67",2.149445,41.408247
2017S008593    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,305100,Sant Joan,0166 0166,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,16,No és causa del  vianant,Autobús,Home,80,Passatger,Desconegut,Ferit lleu: Amb assistència sanitària en lloc d'accident,"430356,42","4584004,01",2.165692,41.402718
2017S008594    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701266,Litoral (Llobregat),610000,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,18,No és causa del  vianant,Motocicleta,Desconegut,27,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"434659,53","4584262,15",2.217138,41.405403
2017S008595    ,2,Eixample,7,la Dreta de l'Eixample,305100,Sant Joan,0089 0089,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,16,No és causa del  vianant,Bicicleta,Dona,37,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"430746,22","4583524,48",2.170412,41.398429
2017S008596    ,2,Eixample,6,la Sagrada Família,178308,Lepant,0233 0233,Dimecres,Dc,Laboral,2017,10,Octubre,18,Matí,13,No és causa del  vianant,Motocicleta,Home,30,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"431430,85","4584012,38",2.178539,41.402882
2017S008597    ,2,Eixample,10,Sant Antoni,362001,Vilamarí,0023 0023,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,20,No és causa del  vianant,Motocicleta,Home,19,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,429244,"4581068,04",2.152733,41.376177
2017S008597    ,2,Eixample,10,Sant Antoni,362001,Vilamarí,0023 0023,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,20,No és causa del  vianant,Motocicleta,Home,24,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,429244,"4581068,04",2.152733,41.376177
2017S008598    ,10,Sant Martí,65,el Clot,18505,Aragó,0560 0560,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,20,No és causa del  vianant,Turisme,Home,41,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"431964,93","4584467,51",2.184875,41.407026
2017S008599    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,297001,Sant Antoni Maria Claret,0025 0027,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,18,No és causa del  vianant,Turisme,Dona,37,Vianant,Desconegut,Ferit lleu: Hospitalització fins a 24h,"430293,39","4584173,82",2.164919,41.404235
2017S008600    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó,0264 0264,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,20,No és causa del  vianant,Motocicleta,Home,32,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"430189,25","4582725,31",2.163842,41.391184
2017S008601    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó,0375 0375,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,21,No és causa del  vianant,Motocicleta,Dona,40,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"430980,34","4583547,27",2.173209,41.398656
2017S008602    ,9,Sant Andreu,60,Sant Andreu,275257,Ramon Riera,0002 0002,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,19,No és causa del  vianant,Ciclomotor,Home,58,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"432581,74","4587613,52",2.191905,41.435413
2017S008603    ,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0389 0389,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,16,No és causa del  vianant,Motocicleta,Dona,55,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"429717,14","4583257,35",2.158135,41.395934
2017S008604    ,4,Les Corts,19,les Corts,66508,Carles III,0074 0074,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,21,No és causa del  vianant,Turisme,Dona,22,Passatger,Desconegut,Ferit lleu: Hospitalització fins a 24h,"427158,95","4582042,73",2.127673,41.384763
2017S008605    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,701266,Litoral (Llobregat),590000,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,20,No és causa del  vianant,Turisme,Dona,51,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"434803,19","4584402,67",2.218846,41.406676
2017S008606    ,5,Sarrià-Sant Gervasi,23,Sarrià,44709,Bonanova,0104 0106,Dimecres,Dc,Laboral,2017,10,Octubre,18,Nit,22,No és causa del  vianant,Motocicleta,Home,47,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"426743,08","4583808,88",2.122496,41.400631
2017S008607    ,6,Gràcia,31,la Vila de Gràcia,228100,Nil Fabra,0011 0011,Dimecres,Dc,Laboral,2017,10,Octubre,18,Tarda,21,No és causa del  vianant,Motocicleta,Dona,25,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"429161,37","4584376,47",2.151354,41.405964
2017S008608    ,9,Sant Andreu,57,la Trinitat Vella,701267,Dalt (Besòs),1600000,Dijous,Dj,Laboral,2017,10,Octubre,19,Nit,0,No és causa del  vianant,Turisme,Dona,23,Conductor,Presentat,Ferit lleu: Hospitalització fins a 24h,"432708,2","4588934,51",2.193278,41.447321
2017S008609    ,1,Ciutat Vella,2,el Barri Gòtic,269108,Portal de la Pau,9998 9998,Dijous,Dj,Laboral,2017,10,Octubre,19,Tarda,17,No és causa del  vianant,Motocicleta,Home,38,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"431336,79","4580997,41",2.177756,41.375719
2017S008610    ,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal,0335 0335,Dijous,Dj,Laboral,2017,10,Octubre,19,Matí,6,No és causa del  vianant,Bicicleta,Dona,52,Conductor,Presentat,Ferit lleu: Amb assistència sanitària en lloc d'accident,"430563,48","4583529,15",2.168223,41.398458
